event_id,timestamp,session_id,operator_id,machine_id,worker_distance_m,worker_relative_direction,closing_speed_mps,machine_speed_kmh,swing_angle_deg,arm_speed,bucket_state,attachment_movement,machine_state,worker_in_envelope,site_slope_deg,surface_type,congestion_level,blind_zone_flag,rain_mm,visibility_m,dust_level,day_night,seatbelt_status,event_type,severity,trigger_reason,required_action,alert_sent,alert_queued,incident_logged,data_source,synthetic_flag,confidence
SE00633,2026-04-26T20:47:19,S001850,OP1025,EXC007,171.5,rear,0.0,11.8,0.0,0.0,loading,False,traveling,False,3.3,soft,high,False,0.0,341.0,medium,night,off,seatbelt_violation,HIGH,seatbelt_off_while_moving,stop_immediately,True,False,True,synthetic,True,0.895
SE00634,2026-03-14T12:07:35,S001156,OP1009,EXC002,14.1,right,0.407,0.4,0.0,0.627,loading,True,digging,False,1.4,paved,high,False,0.74,2154.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.832
SE00635,2026-09-13T10:50:57,S004083,OP1028,EXC005,9.9,front,0.478,1.5,0.0,0.775,closed,True,digging,False,8.6,soft,medium,False,0.0,450.0,medium,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.869
SE00636,2026-09-13T18:58:47,S004089,OP1030,EXC007,19.2,right,0.0,10.1,0.0,0.0,open,False,traveling,False,11.3,wet,medium,False,0.0,1160.0,low,day,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.843
SE00637,2026-09-21T18:12:41,S004216,OP1001,EXC004,11.9,right,0.846,1.3,72.9,0.302,open,True,swinging,True,14.9,soft,medium,False,0.0,111.0,high,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.919
SE00638,2026-01-03T21:44:02,S000043,OP1010,EXC008,10.5,left,1.972,2.3,38.2,0.584,closed,True,swinging,True,8.6,soft,medium,False,0.0,364.0,medium,night,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.933
SE00639,2026-06-20T01:39:31,S002717,OP1024,EXC009,8.5,rear,0.907,2.1,38.0,0.906,loading,True,swinging,True,8.6,soft,medium,False,0.0,1373.0,low,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.902
SE00640,2026-03-31T08:14:04,S001426,OP1010,EXC010,145.8,front,0.0,5.3,0.0,0.0,open,False,traveling,False,9.0,paved,low,False,0.0,1406.0,low,day,off,seatbelt_violation,HIGH,seatbelt_off_while_moving,stop_immediately,True,False,True,synthetic,True,0.898
SE00641,2026-07-04T12:28:20,S002948,OP1001,EXC007,13.3,left,0.358,1.8,0.0,0.786,loading,True,digging,False,1.4,paved,high,True,0.19,4896.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.837
SE00642,2026-07-04T00:56:31,S002941,OP1015,EXC009,10.0,rear,0.469,2.8,0.0,0.752,open,True,digging,False,14.1,rocky,high,False,0.04,3474.0,low,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.82
SE00643,2026-02-23T00:50:10,S000845,OP1016,EXC005,10.9,front,0.0,0.6,0.0,0.0,closed,False,safe_idle,False,1.4,paved,high,False,0.16,2235.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.793
SE00644,2026-07-27T14:37:14,S003318,OP1003,EXC009,12.6,front,0.07,1.3,0.0,0.0,loading,False,safe_idle,False,10.1,rocky,low,False,0.64,3271.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.806
SE00645,2026-01-04T21:23:17,S000059,OP1021,EXC010,11.7,right,0.349,0.8,0.0,0.906,closed,True,digging,False,11.3,wet,medium,False,0.43,2911.0,low,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.811
SE00646,2026-03-26T05:39:13,S001344,OP1007,EXC009,193.9,front,0.092,7.7,0.0,0.0,open,False,traveling,False,14.1,rocky,high,False,0.0,2262.0,low,night,off,seatbelt_violation,HIGH,seatbelt_off_while_moving,stop_immediately,True,False,True,synthetic,True,0.961
SE00647,2026-05-18T00:41:54,S002188,OP1027,EXC005,10.4,front,0.0,2.1,0.0,0.0,closed,False,safe_idle,False,14.9,soft,medium,False,0.0,956.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.797
SE00648,2026-02-13T03:58:47,S000687,OP1027,EXC008,5.5,right,0.95,3.0,20.7,0.542,closed,True,swinging,True,3.3,soft,high,False,0.0,122.0,high,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.908
SE00649,2026-09-23T06:56:58,S004241,OP1023,EXC003,11.8,left,0.282,1.6,0.0,0.948,closed,True,digging,False,11.8,wet,high,False,0.23,2673.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.876
SE00650,2026-10-01T06:30:58,S004369,OP1010,EXC003,109.9,rear,0.068,5.3,0.0,0.0,closed,False,traveling,False,14.9,soft,medium,True,0.05,2842.0,low,day,off,seatbelt_violation,HIGH,seatbelt_off_while_moving,stop_immediately,True,False,True,synthetic,True,0.901
SE00651,2026-04-27T05:30:04,S001856,OP1023,EXC008,165.9,left,0.0,9.2,0.0,0.0,loading,False,traveling,False,10.1,rocky,low,False,1.34,3607.0,low,night,off,seatbelt_violation,HIGH,seatbelt_off_while_moving,stop_immediately,True,False,True,synthetic,True,0.928
SE00652,2026-09-01T07:29:21,S003888,OP1016,EXC008,11.8,rear,0.862,2.1,15.6,0.697,loading,True,swinging,True,11.8,wet,high,False,0.05,3799.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.924
SE00653,2026-10-01T00:50:27,S004365,OP1003,EXC008,6.2,right,0.979,0.6,74.7,0.543,closed,True,swinging,True,9.0,paved,low,True,0.18,480.0,medium,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.855
SE00654,2026-03-10T06:33:10,S001088,OP1021,EXC002,6.9,front,0.771,2.3,63.9,0.509,closed,True,swinging,True,14.1,rocky,high,False,0.0,142.0,high,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.986
SE00655,2026-04-23T12:37:21,S001797,OP1011,EXC008,127.2,left,0.012,8.1,0.0,0.0,closed,False,traveling,False,9.0,paved,low,False,0.0,1293.0,low,day,off,seatbelt_violation,HIGH,seatbelt_off_while_moving,stop_immediately,True,False,True,synthetic,True,0.928
SE00656,2026-04-27T02:15:04,S001854,OP1029,EXC006,22.1,rear,0.214,7.8,0.0,0.0,loading,False,traveling,False,14.1,rocky,high,False,0.0,2181.0,low,night,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.829
SE00657,2026-11-07T00:29:05,S004956,OP1021,EXC007,10.7,rear,1.833,0.2,41.0,0.316,loading,True,swinging,True,11.8,wet,high,True,0.21,1800.0,low,night,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.97
SE00658,2026-06-04T00:10:51,S002461,OP1005,EXC007,10.3,rear,0.924,1.9,19.8,0.982,loading,True,swinging,True,11.3,wet,medium,False,0.0,1260.0,low,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.895
SE00659,2026-06-21T22:31:51,S002747,OP1012,EXC008,14.2,rear,0.484,2.4,0.0,0.639,closed,True,digging,False,10.1,rocky,low,False,0.31,4235.0,low,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.91
SE00660,2026-07-09T16:29:34,S003031,OP1023,EXC008,10.3,left,0.0,2.0,0.0,0.0,open,False,safe_idle,False,9.0,paved,low,False,0.56,422.0,medium,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.797
SE00661,2026-06-30T06:23:01,S002880,OP1002,EXC002,13.3,right,0.003,2.6,0.0,0.0,open,False,safe_idle,False,14.1,rocky,high,False,4.67,54.0,high,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.874
SE00662,2026-03-07T23:15:54,S001052,OP1013,EXC003,13.1,left,0.203,2.6,0.0,0.523,open,True,digging,False,2.4,soft,medium,False,0.21,349.0,medium,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.823
SE00663,2026-09-28T04:05:05,S004319,OP1003,EXC006,8.9,rear,0.824,3.0,52.9,0.744,open,True,swinging,True,2.4,soft,medium,False,0.0,2066.0,low,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.922
SE00664,2026-08-21T14:21:00,S003718,OP1006,EXC006,11.8,right,2.028,2.9,21.7,0.854,open,True,swinging,True,8.6,soft,medium,False,0.0,1227.0,low,day,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.908
SE00665,2026-07-13T00:18:29,S003085,OP1010,EXC010,13.6,right,0.303,1.9,0.0,0.643,loading,True,digging,False,14.9,soft,medium,False,0.16,1353.0,low,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.897
SE00666,2026-07-19T18:59:34,S003193,OP1012,EXC010,10.8,front,0.52,2.0,0.0,0.774,closed,True,digging,False,2.4,soft,medium,False,0.1,859.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.805
SE00667,2026-06-04T14:12:37,S002470,OP1005,EXC008,7.0,front,1.001,2.1,0.2,0.928,open,True,swinging,True,2.4,soft,medium,False,0.51,1108.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.939
SE00668,2026-05-07T22:45:30,S002028,OP1008,EXC007,11.9,front,0.425,1.3,0.0,0.677,closed,True,digging,False,2.4,soft,medium,True,0.22,660.0,low,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.792
SE00669,2026-02-28T14:44:45,S000934,OP1001,EXC003,16.0,front,0.034,12.7,0.0,0.0,loading,False,traveling,False,14.9,soft,medium,True,0.37,3980.0,low,day,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.843
SE00670,2026-02-27T15:39:50,S000919,OP1004,EXC001,17.4,front,0.027,1.4,0.0,0.0,loading,False,safe_idle,False,10.1,rocky,low,True,0.0,2303.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.799
SE00671,2026-01-22T23:30:36,S000348,OP1002,EXC008,52.9,right,0.052,7.1,0.0,0.0,loading,False,traveling,False,11.8,wet,high,False,0.0,3677.0,low,night,off,seatbelt_violation,HIGH,seatbelt_off_while_moving,stop_immediately,True,False,True,synthetic,True,0.877
SE00672,2026-01-16T23:27:30,S000252,OP1030,EXC009,14.1,right,0.007,1.4,0.0,0.0,loading,False,safe_idle,False,14.1,rocky,high,False,0.0,1166.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.778
SE00673,2026-07-22T01:52:56,S003230,OP1018,EXC009,16.7,left,0.0,2.4,0.0,0.0,loading,False,safe_idle,False,2.4,soft,medium,False,0.54,4351.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.84
SE00674,2026-09-04T02:48:37,S003934,OP1025,EXC008,6.3,front,0.858,2.1,24.3,0.986,open,True,swinging,True,11.3,wet,medium,False,0.0,1542.0,low,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.94
SE00675,2026-09-01T04:15:56,S003887,OP1028,EXC002,8.1,front,0.389,2.2,0.0,0.807,open,True,digging,False,11.3,wet,medium,False,0.45,958.0,low,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.887
SE00676,2026-02-09T18:34:34,S000633,OP1012,EXC005,11.3,left,1.757,0.9,41.6,0.862,closed,True,swinging,True,11.8,wet,high,False,0.25,3247.0,low,day,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.885
SE00677,2026-07-10T03:04:43,S003038,OP1015,EXC005,9.9,front,1.837,2.9,5.6,0.461,closed,True,swinging,True,11.8,wet,high,False,3.37,327.0,medium,night,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.935
SE00678,2026-03-26T01:04:46,S001341,OP1025,EXC009,9.5,right,0.847,1.2,4.3,0.875,open,True,swinging,True,14.9,soft,medium,False,0.44,2926.0,low,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.863
SE00679,2026-09-29T20:06:02,S004346,OP1024,EXC009,12.1,rear,0.0,0.9,0.0,0.0,open,False,safe_idle,False,11.3,wet,medium,False,0.15,3989.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.809
SE00680,2026-06-11T04:16:42,S002575,OP1026,EXC001,16.7,front,0.118,1.5,0.0,0.0,closed,False,safe_idle,False,9.0,paved,low,False,0.45,2898.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.776
SE00681,2026-02-11T20:26:59,S000665,OP1023,EXC009,8.7,front,0.425,2.7,0.0,0.624,closed,True,digging,False,14.1,rocky,high,False,0.3,3175.0,low,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.856
SE00682,2026-05-31T02:59:13,S002398,OP1022,EXC001,12.3,right,0.015,2.6,0.0,0.0,closed,False,safe_idle,False,1.4,paved,high,False,0.14,2193.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.802
SE00683,2026-05-16T16:08:11,S002167,OP1003,EXC008,18.6,right,0.0,0.0,0.0,0.0,closed,False,safe_idle,False,9.0,paved,low,False,0.0,1785.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.838
SE00684,2026-05-12T15:34:17,S002102,OP1027,EXC003,10.6,right,1.827,2.6,88.1,0.559,closed,True,swinging,True,11.8,wet,high,False,0.06,2055.0,low,day,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.906
SE00685,2026-02-19T06:17:35,S000785,OP1009,EXC010,9.0,right,0.871,1.7,54.9,0.974,open,True,swinging,True,1.4,paved,high,False,0.0,958.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.886
SE00686,2026-05-12T15:44:21,S002103,OP1030,EXC006,11.1,right,1.129,2.5,39.8,0.521,closed,True,swinging,True,3.3,soft,high,False,0.7,3809.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.941
SE00687,2026-01-13T09:59:30,S000195,OP1013,EXC002,14.7,left,0.425,2.8,0.0,0.968,loading,True,digging,False,3.3,soft,high,False,0.53,2605.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.865
SE00688,2026-05-27T06:55:49,S002337,OP1008,EXC005,15.6,left,0.081,9.4,0.0,0.0,open,False,traveling,False,10.1,rocky,low,True,0.0,965.0,low,day,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.798
SE00689,2026-08-19T23:02:50,S003692,OP1004,EXC009,8.5,front,1.938,0.4,25.0,0.425,open,True,swinging,True,9.0,paved,low,False,0.0,659.0,low,night,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.907
SE00690,2026-02-16T00:50:44,S000733,OP1003,EXC003,14.4,rear,0.216,1.7,0.0,0.97,loading,True,digging,False,2.4,soft,medium,False,0.0,4588.0,low,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.918
SE00691,2026-02-17T10:41:45,S000756,OP1019,EXC008,9.5,rear,0.923,2.3,2.9,0.43,loading,True,swinging,True,8.6,soft,medium,False,0.0,3955.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.95
SE00692,2026-08-04T23:19:38,S003452,OP1025,EXC010,9.5,right,0.885,1.4,35.4,0.573,loading,True,swinging,True,11.3,wet,medium,False,0.0,3167.0,low,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.956
SE00693,2026-08-13T20:06:27,S003594,OP1007,EXC001,17.2,left,0.099,0.4,0.0,0.0,loading,False,safe_idle,False,8.6,soft,medium,False,0.0,4380.0,low,night,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.811
SE00694,2026-07-11T16:05:47,S003063,OP1030,EXC004,19.3,front,0.119,2.6,0.0,0.0,closed,False,safe_idle,False,8.6,soft,medium,False,0.0,1264.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.77
SE00695,2026-06-05T16:03:43,S002487,OP1026,EXC010,199.0,rear,0.066,6.5,0.0,0.0,open,False,traveling,False,11.8,wet,high,True,0.0,4063.0,low,day,off,seatbelt_violation,HIGH,seatbelt_off_while_moving,stop_immediately,True,False,True,synthetic,True,0.88
SE00696,2026-01-10T14:20:51,S000150,OP1030,EXC003,13.6,right,0.341,1.3,0.0,0.793,open,True,digging,False,3.3,soft,high,False,0.24,2426.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.815
SE00697,2026-10-23T12:58:36,S004725,OP1014,EXC008,11.8,right,0.899,1.4,78.5,0.807,closed,True,swinging,True,3.3,soft,high,False,0.0,270.0,medium,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.879
SE00698,2026-01-22T13:11:17,S000341,OP1023,EXC001,12.0,left,0.338,0.3,0.0,0.706,loading,True,digging,False,8.6,soft,medium,False,0.0,398.0,medium,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.86
SE00699,2026-09-17T12:53:26,S004149,OP1023,EXC008,23.8,left,0.214,8.2,0.0,0.0,closed,False,traveling,False,2.4,soft,medium,False,0.0,3342.0,low,day,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.845
SE00700,2026-01-19T15:51:46,S000295,OP1014,EXC007,10.5,right,0.0,0.4,0.0,0.0,closed,False,safe_idle,False,10.1,rocky,low,False,0.25,2163.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.829
SE00701,2026-05-02T12:27:54,S001941,OP1026,EXC001,9.5,left,1.09,2.5,78.2,0.988,loading,True,swinging,True,2.4,soft,medium,False,2.87,1520.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.953
SE00702,2026-01-25T08:09:54,S000386,OP1012,EXC010,10.6,right,1.854,2.2,13.3,0.573,open,True,swinging,True,10.1,rocky,low,True,0.0,1698.0,low,day,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.922
SE00703,2026-08-11T08:47:53,S003554,OP1005,EXC001,13.6,left,0.321,0.4,0.0,0.515,loading,True,digging,False,1.4,paved,high,False,0.75,1238.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.869
SE00704,2026-03-10T06:17:56,S001089,OP1001,EXC001,10.6,rear,0.83,2.7,14.9,0.846,open,True,swinging,True,1.4,paved,high,False,0.09,1690.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.931
SE00705,2026-09-08T03:17:03,S003999,OP1020,EXC004,11.2,right,1.937,2.7,31.7,0.898,open,True,swinging,True,1.4,paved,high,False,0.12,3704.0,low,night,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.87
SE00706,2026-01-18T17:50:54,S000280,OP1013,EXC009,8.7,front,0.0,2.5,0.0,0.0,loading,False,safe_idle,False,9.0,paved,low,False,0.0,4670.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.766
SE00707,2026-09-24T09:33:14,S004259,OP1005,EXC002,18.6,rear,0.076,2.4,0.0,0.0,closed,False,safe_idle,False,9.0,paved,low,False,0.0,3213.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.742
SE00708,2026-09-17T14:54:18,S004150,OP1010,EXC004,9.6,right,0.812,1.7,52.5,0.417,loading,True,swinging,True,3.3,soft,high,False,4.75,981.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.908
SE00709,2026-06-03T00:23:26,S002445,OP1009,EXC008,8.1,rear,0.746,0.8,27.1,0.413,open,True,swinging,True,8.6,soft,medium,True,0.07,4102.0,low,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.817
SE00710,2026-10-29T16:15:03,S004823,OP1016,EXC005,19.5,front,0.0,0.7,0.0,0.0,closed,False,safe_idle,False,1.4,paved,high,True,0.23,4641.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.768
SE00711,2026-01-13T02:41:42,S000190,OP1001,EXC008,8.6,rear,0.256,2.9,0.0,0.62,open,True,digging,False,3.3,soft,high,False,0.0,1598.0,low,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.845
SE00712,2026-07-10T14:25:54,S003046,OP1018,EXC005,12.7,front,0.313,1.6,0.0,0.336,closed,True,digging,False,9.0,paved,low,False,3.73,3036.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.877
SE00713,2026-02-28T09:34:11,S000931,OP1011,EXC005,19.9,left,0.0,0.9,0.0,0.0,open,False,safe_idle,False,1.4,paved,high,False,0.01,2919.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.782
SE00714,2026-10-04T04:50:09,S004416,OP1026,EXC002,10.2,rear,0.92,2.5,47.2,0.576,open,True,swinging,True,3.3,soft,high,False,0.23,1126.0,low,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.857
SE00715,2026-07-20T03:30:16,S003199,OP1027,EXC010,9.2,right,1.829,2.0,8.7,0.434,loading,True,swinging,True,14.9,soft,medium,True,0.79,840.0,low,night,on,imminent_collision,CRITICAL,worker_inside_swing_envelope_with_closing_motion,emergency_stop,True,False,True,synthetic,True,0.959
SE00716,2026-07-31T19:25:28,S003385,OP1030,EXC003,8.2,rear,0.688,2.2,77.1,0.5,open,True,swinging,True,2.4,soft,medium,False,0.36,3614.0,low,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.887
SE00717,2026-10-11T10:52:18,S004532,OP1017,EXC005,8.6,right,0.341,1.0,0.0,0.761,open,True,digging,False,8.6,soft,medium,False,0.91,4328.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.846
SE00718,2026-04-09T06:08:07,S001569,OP1016,EXC007,9.4,right,0.068,0.3,0.0,0.0,closed,False,safe_idle,False,9.0,paved,low,False,0.0,4576.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.83
SE00719,2026-05-11T10:11:51,S002083,OP1030,EXC009,11.4,front,0.349,1.0,0.0,0.977,open,True,digging,False,14.1,rocky,high,False,0.36,3258.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.869
SE00720,2026-10-23T14:38:16,S004726,OP1018,EXC008,14.3,right,0.0,0.4,0.0,0.0,open,False,safe_idle,False,10.1,rocky,low,False,0.0,2333.0,low,day,on,proximity_logged,INFO,worker_outside_envelope_machine_stationary,none_required,False,False,False,synthetic,True,0.801
SE00721,2026-08-06T22:31:00,S003483,OP1001,EXC007,11.7,front,0.806,1.0,31.6,0.816,loading,True,swinging,True,14.1,rocky,high,False,0.0,3928.0,low,night,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.885
SE00722,2026-11-04T12:23:59,S004917,OP1019,EXC001,11.7,right,0.899,1.1,88.0,0.753,open,True,swinging,True,11.8,wet,high,False,0.0,1894.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.959
SE00723,2026-02-14T06:40:25,S000705,OP1026,EXC008,9.9,right,0.232,2.4,0.0,0.924,closed,True,digging,False,14.1,rocky,high,False,0.0,4145.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.885
SE00724,2026-01-15T16:51:04,S000231,OP1027,EXC007,13.2,left,0.257,1.5,0.0,0.376,closed,True,digging,False,11.8,wet,high,False,0.0,640.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.856
SE00725,2026-01-23T14:23:05,S000358,OP1012,EXC009,8.7,rear,0.361,0.8,0.0,0.716,closed,True,digging,False,1.4,paved,high,False,0.0,1636.0,low,day,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.861
SE00726,2026-07-13T05:06:12,S003088,OP1029,EXC009,21.8,front,0.241,12.6,0.0,0.0,loading,False,traveling,False,2.4,soft,medium,False,0.0,4274.0,low,night,on,proximity_low,LOW,worker_nearby_slow_travel,monitor,False,False,False,synthetic,True,0.858
SE00727,2026-02-25T23:23:05,S000892,OP1017,EXC001,11.8,left,0.395,1.5,0.0,0.621,open,True,digging,False,11.8,wet,high,False,0.11,3782.0,low,night,on,proximity_medium,MEDIUM,worker_within_medium_distance,slow_down,False,True,False,synthetic,True,0.859
SE00728,2026-03-10T13:04:07,S001093,OP1014,EXC004,9.4,front,0.768,0.8,13.3,0.391,closed,True,swinging,True,2.4,soft,medium,True,0.0,1007.0,low,day,on,proximity_high,HIGH,worker_inside_swing_envelope_with_closing_motion,stop_or_safe_action,True,False,True,synthetic,True,0.897
