task_id,task_type,task_phase,workload,target_output,priority,deadline_timestamp,location_id,dependency_task_id,estimated_travel_distance_km,required_machine_type,required_attachment,required_skill_level,status
T00480,hauling,active,medium,24.4,3,2026-01-13T06:00:00,LOC003,T00444,2.81,hauler,grapple,intermediate,active
T00481,excavation,wrap_up,medium,128.8,4,2026-01-03T06:00:00,LOC003,null,2.44,excavator,blade,advanced,active
T00482,excavation,active,medium,303.3,3,2026-01-08T06:00:00,LOC004,T00413,4.65,excavator,blade,novice,completed
T00483,hauling,active,medium,9.0,5,2026-01-18T06:00:00,LOC010,null,1.16,hauler,grapple,novice,pending
T00484,loading,active,medium,99.2,3,2026-01-03T06:00:00,LOC010,null,0.72,loader,ripper,intermediate,completed
T00485,grading,setup,medium,744.8,4,2026-01-10T06:00:00,LOC009,null,4.2,grader,hammer,advanced,pending
T00486,excavation,setup,medium,287.7,3,2026-01-03T06:00:00,LOC007,null,1.99,excavator,grapple,novice,completed
T00487,excavation,active,heavy,307.6,1,2026-01-11T06:00:00,LOC008,null,3.44,excavator,hammer,advanced,completed
T00488,hauling,active,medium,38.9,2,2026-01-05T06:00:00,LOC006,null,1.36,hauler,hammer,novice,pending
T00489,trenching,setup,heavy,33.1,1,2026-01-20T06:00:00,LOC008,null,2.31,excavator,bucket,advanced,blocked
T00490,stockpiling,active,medium,40.2,2,2026-01-09T06:00:00,LOC003,null,0.7,loader,grapple,novice,active
T00491,excavation,active,light,52.0,3,2026-01-14T06:00:00,LOC004,null,1.26,excavator,bucket,advanced,blocked
T00492,loading,active,medium,26.6,2,2026-01-25T06:00:00,LOC002,null,2.24,loader,hammer,intermediate,pending
T00493,loading,active,medium,55.8,2,2026-01-28T06:00:00,LOC005,null,0.6,loader,blade,advanced,active
T00494,excavation,active,heavy,444.1,5,2026-01-25T06:00:00,LOC007,null,2.17,excavator,ripper,intermediate,pending
T00495,grading,wrap_up,medium,144.8,1,2026-01-13T06:00:00,LOC008,null,4.36,grader,blade,novice,active
T00496,stockpiling,active,heavy,133.1,5,2026-01-28T06:00:00,LOC008,null,2.93,loader,ripper,advanced,pending
T00497,grading,wrap_up,medium,279.8,2,2026-01-11T06:00:00,LOC008,null,3.95,grader,bucket,intermediate,pending
T00498,grading,active,heavy,701.3,5,2026-01-18T06:00:00,LOC008,null,2.96,grader,blade,advanced,pending
T00499,loading,active,medium,40.2,1,2026-01-18T06:00:00,LOC001,T00369,3.2,loader,bucket,advanced,pending
T00500,excavation,active,medium,337.2,3,2026-01-13T06:00:00,LOC007,null,2.04,excavator,blade,intermediate,blocked
T00501,loading,setup,medium,87.7,2,2026-01-03T06:00:00,LOC001,null,0.81,loader,grapple,novice,completed
T00502,stockpiling,active,medium,96.6,2,2026-01-06T06:00:00,LOC005,null,1.85,loader,bucket,novice,completed
T00503,grading,active,medium,138.1,4,2026-01-24T06:00:00,LOC009,null,2.95,grader,ripper,novice,pending
T00504,grading,active,heavy,777.8,4,2026-01-05T06:00:00,LOC006,null,3.29,grader,hammer,advanced,blocked
T00505,trenching,active,heavy,136.0,1,2026-01-28T06:00:00,LOC001,null,0.8,excavator,hammer,advanced,completed
T00506,stockpiling,active,medium,69.2,4,2026-01-13T06:00:00,LOC005,null,0.25,loader,ripper,intermediate,completed
T00507,grading,active,light,846.1,2,2026-01-19T06:00:00,LOC003,null,3.51,grader,ripper,advanced,pending
T00508,excavation,active,medium,468.6,1,2026-01-21T06:00:00,LOC003,null,2.0,excavator,grapple,advanced,active
T00509,loading,active,medium,71.9,1,2026-01-30T06:00:00,LOC001,null,3.44,loader,blade,novice,pending
T00510,excavation,active,light,151.9,4,2026-01-13T06:00:00,LOC006,null,1.41,excavator,ripper,novice,pending
T00511,excavation,active,light,482.0,3,2026-01-24T06:00:00,LOC002,null,1.83,excavator,ripper,intermediate,active
T00512,hauling,active,heavy,41.8,4,2026-01-29T06:00:00,LOC010,T00472,3.04,hauler,bucket,intermediate,active
T00513,grading,setup,heavy,283.8,4,2026-01-12T06:00:00,LOC001,null,0.86,grader,ripper,novice,completed
T00514,hauling,wrap_up,medium,42.2,3,2026-01-05T06:00:00,LOC004,null,2.73,hauler,hammer,intermediate,pending
T00515,trenching,wrap_up,medium,52.1,1,2026-01-27T06:00:00,LOC001,null,1.04,excavator,hammer,novice,completed
T00516,excavation,active,light,414.4,1,2026-01-03T06:00:00,LOC008,null,0.79,excavator,ripper,intermediate,pending
T00517,grading,active,medium,215.5,5,2026-01-29T06:00:00,LOC003,T00312,2.31,grader,grapple,intermediate,blocked
T00518,excavation,active,heavy,460.7,4,2026-01-12T06:00:00,LOC009,T00205,0.8,excavator,hammer,intermediate,completed
T00519,loading,active,heavy,32.5,2,2026-01-27T06:00:00,LOC010,null,1.6,loader,ripper,novice,pending
T00520,excavation,setup,medium,443.7,3,2026-01-02T06:00:00,LOC004,null,0.93,excavator,grapple,intermediate,completed
T00521,trenching,active,medium,39.8,3,2026-01-21T06:00:00,LOC003,null,0.96,excavator,ripper,intermediate,pending
T00522,trenching,active,medium,141.2,1,2026-01-07T06:00:00,LOC003,null,4.58,excavator,ripper,novice,pending
T00523,stockpiling,active,medium,123.6,2,2026-01-23T06:00:00,LOC005,null,3.79,loader,ripper,intermediate,completed
T00524,loading,active,medium,64.0,5,2026-01-04T06:00:00,LOC001,T00156,1.52,loader,grapple,novice,completed
T00525,grading,active,light,415.2,4,2026-01-30T06:00:00,LOC002,null,3.34,grader,blade,advanced,pending
T00526,loading,wrap_up,medium,19.1,1,2026-01-10T06:00:00,LOC003,null,4.67,loader,bucket,advanced,completed
T00527,excavation,wrap_up,light,58.4,4,2026-01-09T06:00:00,LOC006,null,4.33,excavator,ripper,novice,pending
T00528,stockpiling,active,medium,133.8,5,2026-01-08T06:00:00,LOC006,null,3.61,loader,blade,advanced,blocked
T00529,trenching,active,medium,96.8,4,2026-01-22T06:00:00,LOC008,null,2.96,excavator,grapple,novice,active
T00530,grading,active,medium,578.5,3,2026-01-02T06:00:00,LOC005,null,4.5,grader,bucket,intermediate,active
T00531,trenching,active,medium,28.5,3,2026-01-15T06:00:00,LOC005,T00483,1.51,excavator,hammer,advanced,completed
T00532,excavation,active,medium,80.9,4,2026-01-20T06:00:00,LOC005,null,1.63,excavator,grapple,intermediate,completed
T00533,excavation,active,light,186.6,4,2026-01-11T06:00:00,LOC003,null,0.98,excavator,grapple,advanced,pending
T00534,excavation,active,medium,71.6,1,2026-01-14T06:00:00,LOC006,null,2.02,excavator,bucket,advanced,completed
T00535,loading,active,light,49.1,2,2026-01-25T06:00:00,LOC003,null,4.43,loader,bucket,novice,active
T00536,loading,active,heavy,82.0,1,2026-01-14T06:00:00,LOC002,null,3.76,loader,hammer,intermediate,pending
T00537,trenching,active,medium,180.5,2,2026-01-03T06:00:00,LOC004,null,4.18,excavator,hammer,advanced,completed
T00538,loading,active,heavy,24.8,5,2026-01-19T06:00:00,LOC006,null,3.8,loader,blade,intermediate,completed
T00539,loading,active,light,16.3,3,2026-01-23T06:00:00,LOC007,null,3.87,loader,bucket,novice,active
T00540,excavation,wrap_up,medium,181.0,1,2026-01-27T06:00:00,LOC002,null,4.51,excavator,hammer,advanced,pending
T00541,hauling,active,medium,23.7,5,2026-01-03T06:00:00,LOC010,T00451,4.21,hauler,hammer,novice,completed
T00542,hauling,active,light,13.9,5,2026-01-11T06:00:00,LOC006,null,4.98,hauler,ripper,novice,pending
T00543,hauling,wrap_up,heavy,44.7,1,2026-01-10T06:00:00,LOC008,T00054,1.68,hauler,hammer,intermediate,pending
T00544,loading,active,heavy,24.0,3,2026-01-28T06:00:00,LOC010,null,3.1,loader,ripper,advanced,blocked
T00545,loading,active,heavy,71.2,4,2026-01-02T06:00:00,LOC006,null,1.0,loader,bucket,advanced,blocked
T00546,stockpiling,active,heavy,53.2,2,2026-01-23T06:00:00,LOC004,T00520,0.8,loader,hammer,advanced,pending
T00547,excavation,active,heavy,261.5,5,2026-01-09T06:00:00,LOC007,T00270,1.86,excavator,grapple,advanced,pending
T00548,grading,wrap_up,light,574.3,2,2026-01-19T06:00:00,LOC003,null,0.28,grader,hammer,advanced,active
T00549,grading,wrap_up,medium,879.5,3,2026-01-30T06:00:00,LOC003,T00210,3.71,grader,ripper,advanced,completed
T00550,hauling,active,light,10.1,5,2026-01-23T06:00:00,LOC009,null,3.16,hauler,hammer,intermediate,blocked
T00551,grading,active,medium,784.2,4,2026-01-17T06:00:00,LOC006,null,2.59,grader,blade,advanced,completed
T00552,hauling,active,light,35.6,3,2026-01-23T06:00:00,LOC008,T00187,2.67,hauler,hammer,advanced,pending
T00553,excavation,active,heavy,374.4,3,2026-01-11T06:00:00,LOC002,null,1.89,excavator,bucket,intermediate,completed
T00554,excavation,active,medium,184.3,5,2026-01-06T06:00:00,LOC004,null,3.3,excavator,hammer,intermediate,pending
T00555,hauling,active,medium,20.0,3,2026-01-27T06:00:00,LOC007,null,2.88,hauler,blade,novice,completed
T00556,stockpiling,setup,heavy,298.6,5,2026-01-15T06:00:00,LOC009,null,0.22,loader,ripper,novice,pending
T00557,hauling,active,medium,32.1,3,2026-01-21T06:00:00,LOC006,null,3.27,hauler,bucket,advanced,completed
T00558,loading,active,light,27.6,4,2026-01-23T06:00:00,LOC007,null,1.52,loader,grapple,novice,pending
T00559,excavation,active,medium,176.5,4,2026-01-17T06:00:00,LOC003,null,1.2,excavator,blade,intermediate,blocked
T00560,trenching,active,heavy,35.3,2,2026-01-13T06:00:00,LOC002,T00439,2.98,excavator,ripper,novice,completed
T00561,excavation,setup,heavy,288.1,5,2026-01-17T06:00:00,LOC001,null,4.18,excavator,grapple,novice,pending
T00562,hauling,active,medium,18.2,5,2026-01-09T06:00:00,LOC008,null,4.81,hauler,bucket,intermediate,active
T00563,loading,active,heavy,79.9,4,2026-01-05T06:00:00,LOC009,null,1.54,loader,grapple,intermediate,pending
T00564,grading,active,heavy,835.5,3,2026-01-11T06:00:00,LOC007,null,0.33,grader,ripper,novice,pending
T00565,loading,active,medium,31.6,3,2026-01-30T06:00:00,LOC004,null,3.31,loader,ripper,advanced,completed
T00566,trenching,setup,medium,30.3,5,2026-01-12T06:00:00,LOC006,null,1.91,excavator,hammer,advanced,pending
T00567,trenching,setup,medium,135.4,5,2026-01-20T06:00:00,LOC006,null,0.47,excavator,grapple,advanced,pending
T00568,excavation,active,medium,158.3,3,2026-01-30T06:00:00,LOC001,null,1.5,excavator,hammer,intermediate,completed
T00569,loading,wrap_up,heavy,29.9,3,2026-01-23T06:00:00,LOC007,T00353,1.79,loader,hammer,advanced,completed
T00570,trenching,active,medium,140.1,4,2026-01-06T06:00:00,LOC004,null,0.31,excavator,grapple,intermediate,blocked
T00571,trenching,wrap_up,heavy,123.0,4,2026-01-15T06:00:00,LOC001,null,2.95,excavator,blade,advanced,completed
T00572,hauling,setup,medium,12.0,3,2026-01-25T06:00:00,LOC001,null,2.54,hauler,hammer,intermediate,completed
T00573,hauling,active,light,33.2,4,2026-01-13T06:00:00,LOC006,null,0.39,hauler,bucket,advanced,completed
T00574,grading,wrap_up,heavy,219.6,4,2026-01-06T06:00:00,LOC009,null,4.21,grader,bucket,advanced,pending
T00575,excavation,active,medium,106.0,1,2026-01-07T06:00:00,LOC003,null,4.97,excavator,bucket,intermediate,blocked
T00576,loading,active,medium,10.5,4,2026-01-27T06:00:00,LOC008,null,4.98,loader,hammer,intermediate,pending
T00577,loading,active,medium,59.1,1,2026-01-09T06:00:00,LOC009,T00183,1.2,loader,blade,novice,pending
T00578,excavation,wrap_up,medium,231.4,5,2026-01-08T06:00:00,LOC003,null,2.07,excavator,bucket,advanced,completed
T00579,trenching,active,light,185.3,1,2026-01-11T06:00:00,LOC001,null,0.16,excavator,bucket,novice,completed
T00580,trenching,setup,heavy,54.5,2,2026-01-20T06:00:00,LOC002,null,2.91,excavator,bucket,intermediate,pending
T00581,hauling,active,medium,37.8,4,2026-01-04T06:00:00,LOC001,null,0.67,hauler,bucket,intermediate,completed
T00582,stockpiling,active,medium,67.7,1,2026-01-14T06:00:00,LOC006,null,1.07,loader,grapple,intermediate,completed
T00583,loading,wrap_up,light,43.1,5,2026-01-26T06:00:00,LOC007,null,0.52,loader,grapple,intermediate,pending
T00584,stockpiling,active,light,263.1,4,2026-01-04T06:00:00,LOC005,null,0.37,loader,bucket,intermediate,completed
T00585,loading,active,light,58.1,2,2026-01-09T06:00:00,LOC001,T00213,1.51,loader,bucket,novice,completed
T00586,loading,active,heavy,27.1,5,2026-01-20T06:00:00,LOC002,null,2.28,loader,hammer,novice,pending
T00587,excavation,active,heavy,196.9,4,2026-01-09T06:00:00,LOC008,null,3.69,excavator,ripper,advanced,completed
T00588,loading,active,light,50.6,3,2026-01-25T06:00:00,LOC001,null,0.12,loader,blade,advanced,completed
T00589,trenching,wrap_up,medium,128.4,3,2026-01-07T06:00:00,LOC008,null,1.79,excavator,grapple,novice,blocked
T00590,loading,active,medium,99.2,3,2026-01-22T06:00:00,LOC008,null,1.86,loader,ripper,intermediate,active
T00591,excavation,active,light,377.6,5,2026-01-13T06:00:00,LOC001,null,1.39,excavator,hammer,advanced,completed
T00592,hauling,active,medium,7.0,1,2026-01-20T06:00:00,LOC005,null,3.96,hauler,hammer,novice,active
T00593,stockpiling,active,light,69.7,3,2026-01-14T06:00:00,LOC009,null,2.04,loader,hammer,novice,pending
T00594,hauling,active,medium,16.1,4,2026-01-16T06:00:00,LOC003,T00172,2.71,hauler,bucket,intermediate,pending
T00595,loading,active,medium,23.1,3,2026-01-22T06:00:00,LOC006,null,0.66,loader,ripper,intermediate,pending
T00596,trenching,active,heavy,60.6,5,2026-01-15T06:00:00,LOC005,null,0.47,excavator,blade,intermediate,completed
T00597,hauling,active,light,6.7,1,2026-01-14T06:00:00,LOC008,null,0.92,hauler,grapple,novice,blocked
T00598,stockpiling,active,light,145.9,2,2026-01-08T06:00:00,LOC004,null,4.57,loader,blade,intermediate,completed
T00599,excavation,active,heavy,112.3,4,2026-01-28T06:00:00,LOC001,null,3.55,excavator,hammer,intermediate,completed
T00600,excavation,setup,medium,149.6,1,2026-01-15T06:00:00,LOC007,null,0.23,excavator,grapple,novice,completed
T00601,excavation,active,light,396.4,4,2026-01-03T06:00:00,LOC003,null,2.01,excavator,grapple,novice,completed
T00602,trenching,active,heavy,149.5,5,2026-01-08T06:00:00,LOC010,null,4.55,excavator,ripper,advanced,pending
T00603,hauling,active,medium,48.4,5,2026-01-30T06:00:00,LOC003,null,2.55,hauler,ripper,intermediate,pending
T00604,grading,active,medium,738.5,5,2026-01-22T06:00:00,LOC002,T00047,4.25,grader,bucket,advanced,pending
T00605,grading,active,medium,640.3,3,2026-01-03T06:00:00,LOC010,null,1.95,grader,blade,advanced,pending
T00606,trenching,active,medium,92.5,1,2026-01-27T06:00:00,LOC003,null,2.24,excavator,bucket,advanced,active
T00607,trenching,active,medium,47.2,2,2026-01-27T06:00:00,LOC006,null,4.38,excavator,hammer,advanced,completed
T00608,trenching,active,heavy,150.9,3,2026-01-28T06:00:00,LOC005,null,3.48,excavator,ripper,advanced,blocked
T00609,hauling,active,medium,47.4,2,2026-01-24T06:00:00,LOC002,null,2.41,hauler,grapple,intermediate,completed
T00610,trenching,wrap_up,medium,97.9,2,2026-01-12T06:00:00,LOC003,null,2.81,excavator,bucket,advanced,completed
T00611,excavation,active,light,183.2,4,2026-01-11T06:00:00,LOC007,null,1.53,excavator,ripper,advanced,completed
T00612,hauling,active,light,44.5,3,2026-01-15T06:00:00,LOC003,null,0.73,hauler,ripper,advanced,pending
T00613,excavation,setup,medium,391.5,2,2026-01-30T06:00:00,LOC005,null,0.86,excavator,hammer,novice,completed
T00614,excavation,setup,medium,137.6,1,2026-01-18T06:00:00,LOC008,null,4.81,excavator,bucket,novice,completed
T00615,excavation,active,heavy,290.4,5,2026-01-23T06:00:00,LOC002,T00243,2.3,excavator,blade,novice,completed
T00616,grading,active,heavy,172.1,3,2026-01-20T06:00:00,LOC010,null,0.66,grader,bucket,novice,active
T00617,excavation,active,light,462.5,3,2026-01-13T06:00:00,LOC006,null,2.0,excavator,bucket,intermediate,pending
T00618,hauling,wrap_up,heavy,41.6,3,2026-01-23T06:00:00,LOC009,null,0.85,hauler,blade,novice,active
T00619,grading,active,medium,541.7,3,2026-01-22T06:00:00,LOC003,null,3.37,grader,ripper,advanced,active
T00620,grading,active,medium,743.6,4,2026-01-04T06:00:00,LOC008,null,2.82,grader,blade,intermediate,pending
T00621,grading,wrap_up,medium,646.5,4,2026-01-26T06:00:00,LOC010,null,2.89,grader,grapple,novice,pending
T00622,hauling,active,heavy,25.9,2,2026-01-16T06:00:00,LOC010,null,3.7,hauler,ripper,novice,completed
T00623,loading,setup,heavy,33.5,4,2026-01-30T06:00:00,LOC007,null,4.26,loader,grapple,novice,completed
T00624,excavation,active,medium,461.7,3,2026-01-09T06:00:00,LOC001,null,2.94,excavator,blade,intermediate,completed
T00625,excavation,setup,medium,308.9,4,2026-01-27T06:00:00,LOC008,null,0.83,excavator,hammer,novice,completed
T00626,excavation,active,light,186.8,4,2026-01-20T06:00:00,LOC001,null,2.3,excavator,ripper,intermediate,pending
T00627,loading,active,light,56.2,2,2026-01-03T06:00:00,LOC001,null,1.44,loader,grapple,advanced,completed
T00628,excavation,setup,medium,277.5,1,2026-01-16T06:00:00,LOC010,null,4.47,excavator,hammer,novice,blocked
T00629,trenching,active,light,120.7,1,2026-01-09T06:00:00,LOC008,null,1.47,excavator,blade,advanced,pending
T00630,hauling,active,heavy,11.5,3,2026-01-06T06:00:00,LOC009,T00506,1.23,hauler,bucket,intermediate,pending
T00631,excavation,active,medium,275.8,3,2026-01-19T06:00:00,LOC007,null,4.5,excavator,hammer,novice,active
T00632,grading,active,medium,499.2,5,2026-01-22T06:00:00,LOC008,null,4.85,grader,bucket,advanced,completed
T00633,grading,active,medium,103.1,1,2026-01-08T06:00:00,LOC001,null,4.33,grader,ripper,novice,pending
T00634,grading,active,heavy,414.2,4,2026-01-16T06:00:00,LOC003,null,1.41,grader,grapple,novice,pending
T00635,excavation,active,medium,97.5,2,2026-01-30T06:00:00,LOC007,null,1.18,excavator,ripper,intermediate,pending
T00636,grading,active,light,986.8,4,2026-01-05T06:00:00,LOC002,null,2.12,grader,bucket,advanced,pending
T00637,loading,setup,medium,11.1,2,2026-01-11T06:00:00,LOC003,null,3.24,loader,ripper,intermediate,pending
T00638,grading,setup,heavy,621.5,2,2026-01-18T06:00:00,LOC008,null,1.39,grader,grapple,novice,completed
T00639,hauling,active,light,20.3,1,2026-01-20T06:00:00,LOC008,null,0.59,hauler,hammer,novice,pending
T00640,stockpiling,active,heavy,210.8,3,2026-01-04T06:00:00,LOC006,null,2.65,loader,ripper,intermediate,active
T00641,stockpiling,active,heavy,66.7,3,2026-01-09T06:00:00,LOC009,null,1.35,loader,ripper,advanced,completed
T00642,trenching,active,medium,77.7,4,2026-01-22T06:00:00,LOC006,null,2.23,excavator,hammer,advanced,pending
T00643,loading,active,medium,89.9,1,2026-01-20T06:00:00,LOC005,null,4.14,loader,grapple,intermediate,pending
T00644,stockpiling,active,medium,151.8,4,2026-01-08T06:00:00,LOC001,null,4.47,loader,ripper,advanced,active
T00645,loading,active,medium,31.1,1,2026-01-15T06:00:00,LOC003,null,4.9,loader,hammer,novice,active
T00646,trenching,active,medium,48.3,1,2026-01-05T06:00:00,LOC002,null,4.3,excavator,ripper,novice,completed
T00647,grading,active,medium,504.5,4,2026-01-20T06:00:00,LOC009,null,1.96,grader,blade,intermediate,pending
T00648,loading,setup,medium,77.7,1,2026-01-14T06:00:00,LOC006,null,4.05,loader,grapple,intermediate,completed
T00649,hauling,setup,medium,40.7,2,2026-01-30T06:00:00,LOC004,T00397,3.03,hauler,bucket,intermediate,pending
T00650,excavation,active,medium,255.0,1,2026-01-04T06:00:00,LOC007,T00233,0.18,excavator,grapple,novice,completed
T00651,stockpiling,active,heavy,141.7,1,2026-01-26T06:00:00,LOC009,null,0.32,loader,blade,novice,blocked
T00652,grading,active,heavy,528.2,3,2026-01-19T06:00:00,LOC009,null,2.02,grader,bucket,intermediate,active
T00653,trenching,active,medium,118.6,3,2026-01-03T06:00:00,LOC003,null,3.64,excavator,blade,novice,pending
T00654,grading,active,medium,747.3,4,2026-01-18T06:00:00,LOC008,T00249,4.25,grader,hammer,intermediate,pending
T00655,grading,active,medium,795.4,5,2026-01-12T06:00:00,LOC002,null,2.82,grader,ripper,novice,active
T00656,grading,wrap_up,heavy,573.7,2,2026-01-26T06:00:00,LOC001,null,2.18,grader,ripper,advanced,pending
T00657,loading,setup,medium,27.3,4,2026-01-24T06:00:00,LOC007,null,1.03,loader,bucket,novice,blocked
T00658,grading,setup,medium,602.5,3,2026-01-11T06:00:00,LOC008,null,4.32,grader,bucket,advanced,completed
T00659,trenching,active,heavy,92.1,5,2026-01-19T06:00:00,LOC002,null,0.37,excavator,blade,intermediate,blocked
T00660,hauling,active,medium,32.1,5,2026-01-16T06:00:00,LOC008,null,1.19,hauler,bucket,novice,pending
T00661,stockpiling,active,medium,140.1,2,2026-01-14T06:00:00,LOC002,null,1.75,loader,hammer,novice,pending
T00662,excavation,wrap_up,light,196.1,2,2026-01-11T06:00:00,LOC005,null,1.84,excavator,grapple,novice,pending
T00663,grading,active,medium,494.1,1,2026-01-17T06:00:00,LOC004,null,1.21,grader,grapple,intermediate,pending
T00664,loading,setup,medium,45.8,1,2026-01-30T06:00:00,LOC001,null,4.69,loader,ripper,advanced,active
T00665,loading,active,medium,39.0,5,2026-01-29T06:00:00,LOC001,null,1.13,loader,blade,novice,pending
T00666,stockpiling,wrap_up,medium,172.3,4,2026-01-19T06:00:00,LOC007,T00575,1.65,loader,bucket,intermediate,completed
T00667,grading,active,medium,642.5,5,2026-01-25T06:00:00,LOC006,null,3.73,grader,hammer,novice,completed
T00668,loading,active,medium,77.6,1,2026-01-23T06:00:00,LOC008,null,2.16,loader,grapple,intermediate,pending
T00669,excavation,active,heavy,158.7,5,2026-01-16T06:00:00,LOC005,null,2.91,excavator,hammer,novice,completed
T00670,grading,active,light,343.7,2,2026-01-22T06:00:00,LOC008,null,2.52,grader,grapple,intermediate,active
T00671,loading,active,medium,90.1,4,2026-01-26T06:00:00,LOC010,null,4.84,loader,grapple,intermediate,completed
T00672,grading,active,medium,428.3,2,2026-01-05T06:00:00,LOC010,null,1.85,grader,blade,novice,active
T00673,loading,active,light,63.8,5,2026-01-18T06:00:00,LOC006,T00627,3.89,loader,ripper,intermediate,pending
T00674,stockpiling,active,light,242.2,1,2026-01-25T06:00:00,LOC001,null,4.85,loader,hammer,novice,pending
T00675,hauling,active,medium,7.5,1,2026-01-30T06:00:00,LOC001,null,0.38,hauler,ripper,novice,pending
T00676,stockpiling,active,medium,135.7,4,2026-01-24T06:00:00,LOC009,null,3.74,loader,ripper,intermediate,blocked
T00677,trenching,wrap_up,medium,166.1,1,2026-01-23T06:00:00,LOC001,null,0.11,excavator,grapple,intermediate,pending
T00678,stockpiling,active,heavy,133.0,3,2026-01-22T06:00:00,LOC001,T00269,0.23,loader,bucket,intermediate,blocked
T00679,stockpiling,setup,medium,191.9,3,2026-01-28T06:00:00,LOC001,null,3.1,loader,blade,advanced,pending
T00680,excavation,setup,light,331.7,1,2026-01-28T06:00:00,LOC002,null,3.72,excavator,blade,advanced,blocked
T00681,grading,active,heavy,966.1,1,2026-01-13T06:00:00,LOC002,null,1.7,grader,blade,intermediate,pending
T00682,stockpiling,active,medium,63.8,1,2026-01-16T06:00:00,LOC004,null,4.3,loader,ripper,novice,active
T00683,loading,active,light,43.9,1,2026-01-27T06:00:00,LOC002,null,3.63,loader,ripper,intermediate,active
T00684,grading,active,medium,576.8,2,2026-01-29T06:00:00,LOC008,null,2.36,grader,ripper,novice,blocked
T00685,excavation,active,heavy,143.7,5,2026-01-24T06:00:00,LOC010,null,3.81,excavator,hammer,novice,pending
T00686,excavation,active,medium,426.6,3,2026-01-23T06:00:00,LOC008,null,3.41,excavator,bucket,novice,active
T00687,loading,active,medium,61.5,1,2026-01-24T06:00:00,LOC009,null,1.43,loader,bucket,intermediate,completed
T00688,trenching,setup,heavy,125.2,4,2026-01-03T06:00:00,LOC007,null,2.7,excavator,hammer,advanced,completed
T00689,loading,active,medium,10.6,2,2026-01-27T06:00:00,LOC003,null,4.36,loader,ripper,novice,blocked
T00690,loading,wrap_up,medium,50.5,3,2026-01-10T06:00:00,LOC007,null,0.74,loader,ripper,intermediate,pending
T00691,grading,active,light,479.8,2,2026-01-16T06:00:00,LOC004,null,3.85,grader,hammer,intermediate,completed
T00692,grading,active,medium,640.8,2,2026-01-04T06:00:00,LOC006,null,3.7,grader,bucket,advanced,active
T00693,hauling,wrap_up,light,12.4,5,2026-01-12T06:00:00,LOC010,null,2.3,hauler,grapple,novice,completed
T00694,stockpiling,active,light,174.3,3,2026-01-18T06:00:00,LOC001,null,2.57,loader,blade,intermediate,completed
T00695,grading,setup,heavy,930.1,1,2026-01-06T06:00:00,LOC006,null,1.37,grader,blade,advanced,completed
T00696,loading,active,medium,24.7,3,2026-01-03T06:00:00,LOC006,T00304,2.68,loader,hammer,intermediate,active
T00697,trenching,wrap_up,light,179.1,2,2026-01-09T06:00:00,LOC008,null,3.49,excavator,bucket,intermediate,pending
T00698,excavation,active,medium,68.2,4,2026-01-27T06:00:00,LOC009,null,3.15,excavator,bucket,intermediate,completed
T00699,grading,active,light,721.8,5,2026-01-16T06:00:00,LOC008,null,1.45,grader,bucket,novice,pending
T00700,excavation,active,light,62.1,1,2026-01-25T06:00:00,LOC003,null,1.04,excavator,blade,advanced,pending
T00701,excavation,active,medium,401.9,5,2026-01-30T06:00:00,LOC004,null,3.17,excavator,ripper,intermediate,completed
T00702,trenching,active,medium,197.7,4,2026-01-15T06:00:00,LOC002,null,1.07,excavator,ripper,advanced,completed
T00703,trenching,wrap_up,medium,116.8,4,2026-01-24T06:00:00,LOC001,null,2.3,excavator,blade,advanced,completed
T00704,excavation,active,light,303.1,5,2026-01-16T06:00:00,LOC002,null,1.67,excavator,bucket,novice,blocked
T00705,loading,wrap_up,light,31.5,5,2026-01-20T06:00:00,LOC008,null,3.81,loader,bucket,intermediate,completed
T00706,grading,setup,light,219.5,4,2026-01-06T06:00:00,LOC002,null,4.58,grader,ripper,intermediate,pending
T00707,trenching,active,medium,169.2,4,2026-01-25T06:00:00,LOC002,null,3.27,excavator,hammer,advanced,completed
T00708,excavation,active,medium,445.6,4,2026-01-13T06:00:00,LOC010,null,2.7,excavator,grapple,advanced,pending
T00709,hauling,active,medium,17.6,1,2026-01-15T06:00:00,LOC005,null,3.13,hauler,blade,novice,pending
T00710,hauling,active,light,6.7,3,2026-01-02T06:00:00,LOC005,null,4.66,hauler,blade,advanced,pending
T00711,stockpiling,active,medium,87.1,1,2026-01-23T06:00:00,LOC009,null,1.87,loader,blade,intermediate,pending
T00712,stockpiling,setup,heavy,177.6,3,2026-01-30T06:00:00,LOC005,null,4.4,loader,blade,novice,pending
T00713,trenching,active,medium,43.4,1,2026-01-03T06:00:00,LOC001,null,0.87,excavator,grapple,advanced,active
T00714,trenching,setup,medium,138.1,4,2026-01-25T06:00:00,LOC006,null,3.87,excavator,grapple,advanced,completed
T00715,excavation,active,heavy,466.5,1,2026-01-29T06:00:00,LOC005,T00641,4.22,excavator,blade,advanced,completed
T00716,trenching,setup,heavy,96.6,3,2026-01-17T06:00:00,LOC004,null,1.85,excavator,hammer,intermediate,blocked
T00717,excavation,active,light,65.5,4,2026-01-08T06:00:00,LOC005,null,1.38,excavator,blade,novice,pending
T00718,grading,wrap_up,medium,387.5,4,2026-01-02T06:00:00,LOC010,null,3.87,grader,ripper,intermediate,pending
