training_id,operator_id,trigger_event_id,issue_type,attribution_type,confidence,lesson_id,lesson_type,quiz_score_before,quiz_score_after,before_metric,after_metric,improvement_pct,escalation_state,completed_timestamp
TR00360,OP1021,SE01109,idle_reduction,operator-driven,0.87,L001,micro_lesson,5,6,0.586,0.862,27.6,second_trigger,2026-01-03T06:00:00
TR00361,OP1026,SE00511,idle_reduction,mixed,0.81,L001,quiz_only,3,7,0.577,0.819,24.2,second_trigger,2026-02-13T06:00:00
TR00362,OP1012,SE00620,idle_reduction,mixed,0.804,L001,quiz_only,6,10,0.652,0.826,17.4,second_trigger,2026-01-10T06:00:00
TR00363,OP1022,SE00026,seatbelt_compliance,operator-driven,0.712,L002,quiz_only,7,8,0.452,0.505,5.3,first_trigger,2026-01-31T06:00:00
TR00364,OP1007,SE01310,fuel_efficiency,operator-driven,0.775,L005,quiz_only,5,10,0.482,0.576,9.3,escalated_to_supervisor,2026-02-23T06:00:00
TR00365,OP1017,SE01054,seatbelt_compliance,operator-driven,0.788,L002,micro_lesson,6,8,0.47,0.634,16.4,first_trigger,2026-01-11T06:00:00
TR00366,OP1026,SE00907,efficient_loading,operator-driven,0.761,L004,quiz_only,3,6,0.719,0.919,20.1,first_trigger,2026-02-08T06:00:00
TR00367,OP1011,SE00001,efficient_loading,mixed,0.938,L004,micro_lesson,6,10,0.473,0.556,8.3,first_trigger,2026-02-17T06:00:00
TR00368,OP1020,SE01230,idle_reduction,mixed,0.709,L001,quiz_only,6,8,0.673,0.75,7.7,first_trigger,2026-01-23T06:00:00
TR00369,OP1005,SE00223,swing_zone_awareness,operator-driven,0.8,L003,micro_lesson,6,9,0.319,0.608,28.9,second_trigger,2026-02-20T06:00:00
TR00370,OP1013,SE00353,fuel_efficiency,mixed,0.877,L005,micro_lesson,7,6,0.405,0.46,5.4,first_trigger,2026-01-24T06:00:00
TR00371,OP1027,SE01347,fuel_efficiency,operator-driven,0.899,L005,scenario,6,6,0.473,0.579,10.7,first_trigger,2026-02-05T06:00:00
TR00372,OP1027,SE01056,idle_reduction,mixed,0.852,L001,quiz_only,7,7,0.568,0.859,29.1,first_trigger,2026-01-02T06:00:00
TR00373,OP1006,SE01314,idle_reduction,operator-driven,0.862,L001,scenario,5,8,0.514,0.681,16.6,escalated_to_supervisor,2026-01-12T06:00:00
TR00374,OP1001,SE01125,idle_reduction,mixed,0.714,L001,scenario,6,10,0.368,0.389,2.0,first_trigger,2026-02-20T06:00:00
TR00375,OP1015,SE00727,idle_reduction,mixed,0.806,L001,quiz_only,3,6,0.488,0.649,16.1,first_trigger,2026-02-14T06:00:00
TR00376,OP1019,SE00400,seatbelt_compliance,operator-driven,0.782,L002,quiz_only,3,8,0.348,0.574,22.6,first_trigger,2026-02-21T06:00:00
TR00377,OP1030,SE00959,fuel_efficiency,mixed,0.699,L005,micro_lesson,4,8,0.305,0.334,2.9,second_trigger,2026-02-26T06:00:00
TR00378,OP1001,SE01333,efficient_loading,operator-driven,0.918,L004,micro_lesson,4,7,0.37,0.582,21.2,first_trigger,2026-01-08T06:00:00
TR00379,OP1006,SE01492,efficient_loading,operator-driven,0.8,L004,scenario,6,10,0.603,0.894,29.1,second_trigger,2026-02-25T06:00:00
TR00380,OP1002,SE01032,swing_zone_awareness,mixed,0.763,L003,quiz_only,6,6,0.594,0.682,8.8,second_trigger,2026-02-08T06:00:00
TR00381,OP1011,SE00426,fuel_efficiency,mixed,0.886,L005,micro_lesson,5,10,0.587,0.876,28.9,second_trigger,2026-02-03T06:00:00
TR00382,OP1018,SE01109,idle_reduction,operator-driven,0.807,L001,quiz_only,3,5,0.678,0.908,23.0,escalated_to_supervisor,2026-02-19T06:00:00
TR00383,OP1009,SE00294,swing_zone_awareness,operator-driven,0.777,L003,scenario,5,6,0.59,0.69,10.0,second_trigger,2026-01-23T06:00:00
TR00384,OP1021,SE01021,fuel_efficiency,operator-driven,0.762,L005,micro_lesson,4,8,0.395,0.45,5.6,first_trigger,2026-01-10T06:00:00
TR00385,OP1001,SE01111,idle_reduction,mixed,0.807,L001,quiz_only,7,9,0.747,0.967,21.9,first_trigger,2026-01-03T06:00:00
TR00386,OP1015,SE00590,idle_reduction,operator-driven,0.809,L001,scenario,6,6,0.301,0.491,19.0,second_trigger,2026-02-12T06:00:00
TR00387,OP1024,SE00355,efficient_loading,operator-driven,0.713,L004,micro_lesson,5,9,0.423,0.523,10.0,escalated_to_supervisor,2026-02-22T06:00:00
TR00388,OP1003,SE00187,idle_reduction,operator-driven,0.939,L001,micro_lesson,5,9,0.423,0.546,12.3,first_trigger,2026-01-25T06:00:00
TR00389,OP1028,SE01162,seatbelt_compliance,mixed,0.781,L002,scenario,6,6,0.461,0.531,7.0,second_trigger,2026-02-21T06:00:00
TR00390,OP1026,SE00093,seatbelt_compliance,mixed,0.773,L002,micro_lesson,7,6,0.384,0.452,6.8,first_trigger,2026-02-28T06:00:00
TR00391,OP1024,SE00897,efficient_loading,mixed,0.856,L004,scenario,6,9,0.511,0.574,6.3,first_trigger,2026-02-23T06:00:00
TR00392,OP1020,SE00407,swing_zone_awareness,mixed,0.825,L003,scenario,4,8,0.301,0.413,11.2,first_trigger,2026-02-20T06:00:00
TR00393,OP1007,SE01386,swing_zone_awareness,operator-driven,0.815,L003,scenario,4,9,0.513,0.664,15.1,first_trigger,2026-01-26T06:00:00
TR00394,OP1003,SE01442,efficient_loading,operator-driven,0.817,L004,quiz_only,7,6,0.399,0.606,20.7,escalated_to_supervisor,2026-01-08T06:00:00
TR00395,OP1021,SE00707,efficient_loading,mixed,0.843,L004,micro_lesson,3,8,0.461,0.566,10.5,second_trigger,2026-01-07T06:00:00
TR00396,OP1005,SE00404,efficient_loading,operator-driven,0.779,L004,micro_lesson,6,8,0.426,0.726,30.0,first_trigger,2026-02-06T06:00:00
TR00397,OP1020,SE00778,idle_reduction,operator-driven,0.857,L001,micro_lesson,6,9,0.584,0.717,13.3,second_trigger,2026-01-02T06:00:00
TR00398,OP1013,SE00958,efficient_loading,operator-driven,0.676,L004,micro_lesson,5,7,0.661,0.742,8.1,first_trigger,2026-01-09T06:00:00
TR00399,OP1030,SE01163,idle_reduction,operator-driven,0.873,L001,micro_lesson,4,9,0.706,0.975,26.8,first_trigger,2026-01-04T06:00:00
TR00400,OP1020,SE00972,idle_reduction,operator-driven,0.711,L001,scenario,3,7,0.528,0.541,1.3,first_trigger,2026-02-15T06:00:00
TR00401,OP1001,SE00612,efficient_loading,mixed,0.94,L004,quiz_only,7,6,0.48,0.642,16.2,first_trigger,2026-02-15T06:00:00
TR00402,OP1018,SE00778,efficient_loading,mixed,0.691,L004,quiz_only,7,10,0.349,0.435,8.6,first_trigger,2026-02-16T06:00:00
TR00403,OP1010,SE00642,efficient_loading,operator-driven,0.727,L004,quiz_only,3,6,0.426,0.49,6.3,first_trigger,2026-01-14T06:00:00
TR00404,OP1001,SE00679,idle_reduction,operator-driven,0.676,L001,micro_lesson,5,9,0.491,0.512,2.1,escalated_to_supervisor,2026-01-10T06:00:00
TR00405,OP1014,SE01000,efficient_loading,operator-driven,0.672,L004,scenario,3,8,0.497,0.588,9.1,second_trigger,2026-01-14T06:00:00
TR00406,OP1010,SE01414,seatbelt_compliance,operator-driven,0.841,L002,quiz_only,5,8,0.474,0.589,11.5,first_trigger,2026-01-23T06:00:00
TR00407,OP1019,SE00879,seatbelt_compliance,operator-driven,0.742,L002,micro_lesson,6,7,0.647,0.707,6.0,first_trigger,2026-02-18T06:00:00
TR00408,OP1017,SE00030,fuel_efficiency,operator-driven,0.757,L005,micro_lesson,7,10,0.625,0.853,22.8,second_trigger,2026-01-07T06:00:00
TR00409,OP1026,SE00518,idle_reduction,operator-driven,0.794,L001,quiz_only,7,8,0.539,0.635,9.6,first_trigger,2026-02-26T06:00:00
TR00410,OP1006,SE00613,seatbelt_compliance,mixed,0.656,L002,quiz_only,3,9,0.444,0.499,5.5,second_trigger,2026-01-19T06:00:00
TR00411,OP1007,SE01203,idle_reduction,mixed,0.859,L001,micro_lesson,7,9,0.688,0.844,15.6,first_trigger,2026-02-12T06:00:00
TR00412,OP1018,SE00887,fuel_efficiency,operator-driven,0.832,L005,micro_lesson,6,6,0.519,0.669,15.0,first_trigger,2026-01-18T06:00:00
TR00413,OP1016,SE00573,seatbelt_compliance,operator-driven,0.752,L002,micro_lesson,3,6,0.339,0.478,13.8,first_trigger,2026-02-18T06:00:00
TR00414,OP1029,SE01317,seatbelt_compliance,mixed,0.73,L002,micro_lesson,4,8,0.405,0.456,5.0,first_trigger,2026-02-13T06:00:00
TR00415,OP1023,SE00473,efficient_loading,mixed,0.698,L004,scenario,7,8,0.431,0.516,8.4,first_trigger,2026-01-22T06:00:00
TR00416,OP1028,SE01256,fuel_efficiency,operator-driven,0.85,L005,quiz_only,4,8,0.704,0.87,16.6,escalated_to_supervisor,2026-01-04T06:00:00
TR00417,OP1010,SE00272,seatbelt_compliance,operator-driven,0.85,L002,micro_lesson,7,8,0.734,1.0,27.4,first_trigger,2026-01-07T06:00:00
TR00418,OP1021,SE00920,idle_reduction,mixed,0.671,L001,micro_lesson,3,6,0.401,0.423,2.2,escalated_to_supervisor,2026-02-12T06:00:00
TR00419,OP1015,SE01042,fuel_efficiency,operator-driven,0.674,L005,scenario,5,5,0.464,0.552,8.8,first_trigger,2026-01-27T06:00:00
TR00420,OP1005,SE00106,seatbelt_compliance,mixed,0.888,L002,micro_lesson,5,10,0.576,0.808,23.2,first_trigger,2026-02-28T06:00:00
TR00421,OP1014,SE00373,idle_reduction,operator-driven,0.841,L001,scenario,3,10,0.576,0.763,18.7,first_trigger,2026-02-28T06:00:00
TR00422,OP1004,SE01200,seatbelt_compliance,mixed,0.672,L002,micro_lesson,6,9,0.394,0.402,0.8,first_trigger,2026-01-28T06:00:00
TR00423,OP1005,SE00557,idle_reduction,operator-driven,0.911,L001,scenario,7,7,0.378,0.633,25.6,first_trigger,2026-02-13T06:00:00
TR00424,OP1005,SE01152,efficient_loading,operator-driven,0.815,L004,quiz_only,6,5,0.671,0.784,11.3,second_trigger,2026-03-01T06:00:00
TR00425,OP1027,SE00833,efficient_loading,operator-driven,0.733,L004,quiz_only,3,6,0.424,0.466,4.2,first_trigger,2026-02-16T06:00:00
TR00426,OP1010,SE01413,seatbelt_compliance,operator-driven,0.717,L002,scenario,3,8,0.339,0.375,3.7,first_trigger,2026-02-08T06:00:00
TR00427,OP1023,SE00927,efficient_loading,operator-driven,0.667,L004,scenario,6,5,0.591,0.649,5.8,second_trigger,2026-01-14T06:00:00
TR00428,OP1008,SE00330,seatbelt_compliance,operator-driven,0.664,L002,micro_lesson,7,5,0.678,0.697,1.9,escalated_to_supervisor,2026-01-25T06:00:00
TR00429,OP1008,SE01043,fuel_efficiency,operator-driven,0.899,L005,quiz_only,7,6,0.372,0.658,28.6,first_trigger,2026-02-13T06:00:00
TR00430,OP1023,SE00930,seatbelt_compliance,mixed,0.945,L002,quiz_only,7,8,0.658,0.867,20.9,escalated_to_supervisor,2026-01-27T06:00:00
TR00431,OP1001,SE00996,efficient_loading,mixed,0.83,L004,micro_lesson,4,10,0.671,0.736,6.5,second_trigger,2026-02-17T06:00:00
TR00432,OP1010,SE00046,fuel_efficiency,mixed,0.869,L005,quiz_only,7,6,0.564,0.618,5.3,first_trigger,2026-02-02T06:00:00
TR00433,OP1005,SE00910,efficient_loading,mixed,0.66,L004,micro_lesson,6,6,0.474,0.49,1.6,second_trigger,2026-01-26T06:00:00
TR00434,OP1006,SE01158,idle_reduction,mixed,0.934,L001,scenario,6,6,0.363,0.445,8.3,first_trigger,2026-02-28T06:00:00
TR00435,OP1020,SE01059,efficient_loading,mixed,0.68,L004,quiz_only,7,6,0.625,0.692,6.7,first_trigger,2026-01-23T06:00:00
TR00436,OP1025,SE00451,seatbelt_compliance,operator-driven,0.867,L002,micro_lesson,6,5,0.57,0.737,16.7,second_trigger,2026-01-09T06:00:00
TR00437,OP1006,SE01477,fuel_efficiency,operator-driven,0.735,L005,micro_lesson,4,9,0.592,0.66,6.8,first_trigger,2026-02-18T06:00:00
TR00438,OP1027,SE01405,swing_zone_awareness,mixed,0.843,L003,scenario,5,6,0.625,0.907,28.2,first_trigger,2026-01-15T06:00:00
TR00439,OP1015,SE00433,efficient_loading,mixed,0.686,L004,scenario,5,6,0.494,0.52,2.6,second_trigger,2026-01-07T06:00:00
TR00440,OP1025,SE01219,swing_zone_awareness,operator-driven,0.886,L003,scenario,4,7,0.517,0.664,14.7,first_trigger,2026-02-12T06:00:00
TR00441,OP1009,SE01355,swing_zone_awareness,operator-driven,0.828,L003,quiz_only,7,7,0.36,0.506,14.6,first_trigger,2026-01-08T06:00:00
TR00442,OP1029,SE01340,seatbelt_compliance,operator-driven,0.888,L002,scenario,5,10,0.384,0.511,12.7,second_trigger,2026-02-19T06:00:00
TR00443,OP1009,SE00241,idle_reduction,mixed,0.868,L001,micro_lesson,3,6,0.587,0.7,11.3,second_trigger,2026-02-01T06:00:00
TR00444,OP1001,SE01330,seatbelt_compliance,operator-driven,0.785,L002,micro_lesson,6,7,0.381,0.533,15.2,first_trigger,2026-02-02T06:00:00
TR00445,OP1005,SE00793,fuel_efficiency,operator-driven,0.812,L005,scenario,6,5,0.419,0.488,6.9,first_trigger,2026-02-06T06:00:00
TR00446,OP1022,SE00704,seatbelt_compliance,operator-driven,0.723,L002,micro_lesson,3,8,0.48,0.51,3.0,first_trigger,2026-02-02T06:00:00
TR00447,OP1025,SE00784,idle_reduction,operator-driven,0.836,L001,quiz_only,4,8,0.663,0.847,18.4,first_trigger,2026-02-19T06:00:00
TR00448,OP1006,SE00995,idle_reduction,mixed,0.751,L001,quiz_only,5,5,0.354,0.516,16.2,second_trigger,2026-01-25T06:00:00
TR00449,OP1025,SE01434,efficient_loading,mixed,0.722,L004,micro_lesson,3,8,0.469,0.475,0.6,second_trigger,2026-02-06T06:00:00
TR00450,OP1021,SE00765,idle_reduction,mixed,0.744,L001,micro_lesson,6,9,0.556,0.602,4.5,escalated_to_supervisor,2026-02-08T06:00:00
TR00451,OP1020,SE00884,swing_zone_awareness,mixed,0.674,L003,scenario,3,5,0.445,0.502,5.7,escalated_to_supervisor,2026-02-01T06:00:00
TR00452,OP1030,SE00966,seatbelt_compliance,operator-driven,0.66,L002,scenario,4,7,0.588,0.65,6.2,first_trigger,2026-01-27T06:00:00
TR00453,OP1021,SE00645,seatbelt_compliance,mixed,0.944,L002,micro_lesson,6,5,0.35,0.647,29.8,first_trigger,2026-02-22T06:00:00
TR00454,OP1028,SE01234,idle_reduction,operator-driven,0.841,L001,quiz_only,7,8,0.71,0.806,9.6,first_trigger,2026-01-11T06:00:00
TR00455,OP1028,SE00500,efficient_loading,mixed,0.941,L004,scenario,3,6,0.681,0.74,5.9,first_trigger,2026-02-26T06:00:00
TR00456,OP1008,SE01217,fuel_efficiency,operator-driven,0.822,L005,micro_lesson,4,7,0.398,0.475,7.7,second_trigger,2026-02-16T06:00:00
TR00457,OP1008,SE01163,seatbelt_compliance,operator-driven,0.747,L002,scenario,4,10,0.404,0.435,3.2,first_trigger,2026-02-17T06:00:00
TR00458,OP1025,SE00875,fuel_efficiency,mixed,0.846,L005,micro_lesson,7,6,0.333,0.597,26.4,first_trigger,2026-02-02T06:00:00
TR00459,OP1014,SE01472,swing_zone_awareness,operator-driven,0.8,L003,quiz_only,3,6,0.605,0.893,28.7,first_trigger,2026-01-20T06:00:00
TR00460,OP1027,SE00280,swing_zone_awareness,mixed,0.816,L003,micro_lesson,5,5,0.397,0.669,27.2,second_trigger,2026-02-08T06:00:00
TR00461,OP1024,SE01209,seatbelt_compliance,mixed,0.708,L002,quiz_only,4,9,0.319,0.365,4.6,second_trigger,2026-01-07T06:00:00
TR00462,OP1029,SE00702,seatbelt_compliance,mixed,0.798,L002,micro_lesson,4,10,0.322,0.569,24.7,first_trigger,2026-02-03T06:00:00
TR00463,OP1025,SE01361,swing_zone_awareness,mixed,0.746,L003,micro_lesson,7,8,0.659,0.683,2.4,first_trigger,2026-01-04T06:00:00
TR00464,OP1019,SE00446,seatbelt_compliance,operator-driven,0.719,L002,micro_lesson,4,8,0.535,0.537,0.2,escalated_to_supervisor,2026-02-04T06:00:00
TR00465,OP1007,SE00113,fuel_efficiency,operator-driven,0.886,L005,scenario,6,10,0.677,0.733,5.6,first_trigger,2026-01-16T06:00:00
TR00466,OP1022,SE00875,swing_zone_awareness,mixed,0.67,L003,micro_lesson,4,5,0.401,0.488,8.7,second_trigger,2026-01-06T06:00:00
TR00467,OP1027,SE00398,efficient_loading,operator-driven,0.776,L004,quiz_only,3,10,0.65,0.756,10.6,first_trigger,2026-02-22T06:00:00
TR00468,OP1010,SE00315,fuel_efficiency,operator-driven,0.742,L005,micro_lesson,5,5,0.46,0.484,2.5,first_trigger,2026-02-01T06:00:00
TR00469,OP1012,SE01303,efficient_loading,operator-driven,0.815,L004,quiz_only,3,7,0.331,0.625,29.4,second_trigger,2026-02-01T06:00:00
TR00470,OP1026,SE00955,seatbelt_compliance,mixed,0.707,L002,scenario,7,6,0.468,0.478,1.0,escalated_to_supervisor,2026-01-22T06:00:00
TR00471,OP1015,SE00324,seatbelt_compliance,operator-driven,0.761,L002,micro_lesson,4,9,0.547,0.745,19.9,second_trigger,2026-02-23T06:00:00
TR00472,OP1004,SE01180,efficient_loading,operator-driven,0.713,L004,micro_lesson,4,7,0.402,0.482,8.0,first_trigger,2026-01-12T06:00:00
TR00473,OP1030,SE01361,seatbelt_compliance,operator-driven,0.715,L002,quiz_only,4,9,0.375,0.435,6.0,first_trigger,2026-01-11T06:00:00
TR00474,OP1001,SE01055,swing_zone_awareness,mixed,0.7,L003,scenario,7,6,0.401,0.497,9.6,first_trigger,2026-01-24T06:00:00
TR00475,OP1018,SE01456,idle_reduction,operator-driven,0.838,L001,scenario,3,8,0.638,0.731,9.3,second_trigger,2026-02-02T06:00:00
TR00476,OP1008,SE00222,swing_zone_awareness,mixed,0.822,L003,scenario,4,8,0.701,0.962,26.1,second_trigger,2026-01-25T06:00:00
TR00477,OP1027,SE00066,fuel_efficiency,mixed,0.773,L005,quiz_only,3,9,0.618,0.807,18.9,first_trigger,2026-01-03T06:00:00
TR00478,OP1014,SE00953,efficient_loading,mixed,0.827,L004,micro_lesson,3,8,0.693,0.773,8.0,first_trigger,2026-01-19T06:00:00
TR00479,OP1011,SE01119,swing_zone_awareness,mixed,0.8,L003,scenario,5,8,0.479,0.561,8.2,first_trigger,2026-02-27T06:00:00
TR00480,OP1017,SE00039,swing_zone_awareness,mixed,0.932,L003,quiz_only,5,9,0.654,0.77,11.7,second_trigger,2026-01-15T06:00:00
TR00481,OP1022,SE01433,idle_reduction,operator-driven,0.709,L001,quiz_only,7,7,0.3,0.335,3.5,escalated_to_supervisor,2026-01-07T06:00:00
TR00482,OP1027,SE01403,idle_reduction,mixed,0.756,L001,micro_lesson,6,10,0.458,0.741,28.3,second_trigger,2026-01-05T06:00:00
TR00483,OP1017,SE01014,idle_reduction,mixed,0.731,L001,micro_lesson,6,10,0.41,0.428,1.8,first_trigger,2026-01-30T06:00:00
TR00484,OP1025,SE00529,idle_reduction,mixed,0.782,L001,scenario,7,7,0.63,0.904,27.4,first_trigger,2026-01-31T06:00:00
TR00485,OP1006,SE01165,idle_reduction,operator-driven,0.719,L001,scenario,7,7,0.693,0.769,7.6,second_trigger,2026-02-21T06:00:00
TR00486,OP1018,SE00278,seatbelt_compliance,operator-driven,0.686,L002,quiz_only,7,6,0.692,0.701,0.9,second_trigger,2026-01-18T06:00:00
TR00487,OP1029,SE01395,seatbelt_compliance,operator-driven,0.832,L002,scenario,7,8,0.607,0.69,8.2,first_trigger,2026-02-27T06:00:00
TR00488,OP1024,SE01341,idle_reduction,mixed,0.914,L001,micro_lesson,4,5,0.602,0.72,11.8,first_trigger,2026-02-10T06:00:00
TR00489,OP1014,SE00301,idle_reduction,mixed,0.75,L001,scenario,5,5,0.479,0.686,20.7,first_trigger,2026-01-20T06:00:00
TR00490,OP1027,SE00839,fuel_efficiency,operator-driven,0.831,L005,micro_lesson,4,8,0.54,0.797,25.7,second_trigger,2026-01-18T06:00:00
TR00491,OP1010,SE00120,efficient_loading,mixed,0.77,L004,micro_lesson,5,7,0.358,0.617,25.9,first_trigger,2026-02-15T06:00:00
TR00492,OP1010,SE01042,idle_reduction,mixed,0.715,L001,micro_lesson,3,7,0.578,0.602,2.4,second_trigger,2026-02-13T06:00:00
TR00493,OP1022,SE00614,efficient_loading,operator-driven,0.794,L004,micro_lesson,5,6,0.483,0.544,6.1,first_trigger,2026-01-08T06:00:00
TR00494,OP1006,SE00689,efficient_loading,operator-driven,0.759,L004,scenario,6,6,0.413,0.489,7.6,first_trigger,2026-01-19T06:00:00
TR00495,OP1008,SE01227,efficient_loading,mixed,0.821,L004,quiz_only,6,5,0.37,0.458,8.8,second_trigger,2026-01-14T06:00:00
TR00496,OP1013,SE00788,seatbelt_compliance,operator-driven,0.816,L002,micro_lesson,6,7,0.668,0.957,28.9,escalated_to_supervisor,2026-01-07T06:00:00
TR00497,OP1002,SE00369,fuel_efficiency,mixed,0.937,L005,micro_lesson,3,10,0.664,0.741,7.7,escalated_to_supervisor,2026-02-24T06:00:00
TR00498,OP1022,SE00610,efficient_loading,operator-driven,0.658,L004,scenario,6,6,0.347,0.427,8.0,first_trigger,2026-01-29T06:00:00
TR00499,OP1001,SE00250,swing_zone_awareness,operator-driven,0.687,L003,scenario,5,5,0.641,0.649,0.8,second_trigger,2026-01-22T06:00:00
TR00500,OP1006,SE01357,swing_zone_awareness,mixed,0.828,L003,quiz_only,5,5,0.435,0.52,8.5,second_trigger,2026-01-23T06:00:00
TR00501,OP1018,SE00097,swing_zone_awareness,mixed,0.692,L003,quiz_only,6,8,0.638,0.663,2.5,first_trigger,2026-01-31T06:00:00
TR00502,OP1015,SE01206,seatbelt_compliance,operator-driven,0.794,L002,micro_lesson,3,8,0.366,0.483,11.7,first_trigger,2026-02-09T06:00:00
TR00503,OP1021,SE00971,idle_reduction,operator-driven,0.72,L001,quiz_only,5,9,0.64,0.659,1.9,first_trigger,2026-01-13T06:00:00
TR00504,OP1016,SE00248,fuel_efficiency,mixed,0.857,L005,micro_lesson,6,10,0.587,0.876,28.9,second_trigger,2026-02-27T06:00:00
TR00505,OP1011,SE00868,efficient_loading,operator-driven,0.908,L004,scenario,6,7,0.687,0.945,25.8,first_trigger,2026-01-09T06:00:00
TR00506,OP1030,SE01443,seatbelt_compliance,operator-driven,0.837,L002,quiz_only,3,5,0.562,0.759,19.7,first_trigger,2026-02-15T06:00:00
TR00507,OP1018,SE01069,fuel_efficiency,operator-driven,0.846,L005,scenario,7,7,0.55,0.644,9.5,first_trigger,2026-01-20T06:00:00
TR00508,OP1016,SE00049,fuel_efficiency,operator-driven,0.845,L005,micro_lesson,7,10,0.338,0.5,16.3,first_trigger,2026-02-28T06:00:00
TR00509,OP1022,SE00978,idle_reduction,mixed,0.657,L001,quiz_only,3,5,0.332,0.394,6.3,first_trigger,2026-02-03T06:00:00
TR00510,OP1028,SE01286,idle_reduction,mixed,0.854,L001,scenario,6,8,0.417,0.63,21.3,first_trigger,2026-01-18T06:00:00
TR00511,OP1006,SE00980,fuel_efficiency,mixed,0.673,L005,scenario,7,10,0.545,0.562,1.7,first_trigger,2026-02-13T06:00:00
TR00512,OP1012,SE00503,efficient_loading,operator-driven,0.658,L004,micro_lesson,7,6,0.444,0.507,6.3,second_trigger,2026-01-04T06:00:00
TR00513,OP1001,SE00705,swing_zone_awareness,operator-driven,0.946,L003,micro_lesson,4,9,0.398,0.636,23.8,second_trigger,2026-01-25T06:00:00
TR00514,OP1024,SE00724,idle_reduction,mixed,0.799,L001,micro_lesson,5,9,0.59,0.773,18.3,second_trigger,2026-01-25T06:00:00
TR00515,OP1023,SE00967,fuel_efficiency,mixed,0.743,L005,scenario,6,6,0.423,0.432,0.9,first_trigger,2026-01-14T06:00:00
TR00516,OP1009,SE00794,swing_zone_awareness,mixed,0.757,L003,micro_lesson,7,10,0.623,0.699,7.6,second_trigger,2026-01-12T06:00:00
TR00517,OP1019,SE00521,swing_zone_awareness,mixed,0.786,L003,quiz_only,4,8,0.633,0.691,5.8,first_trigger,2026-01-22T06:00:00
TR00518,OP1029,SE01337,seatbelt_compliance,mixed,0.855,L002,micro_lesson,5,10,0.741,0.881,14.0,second_trigger,2026-02-06T06:00:00
TR00519,OP1030,SE00451,idle_reduction,operator-driven,0.71,L001,scenario,7,8,0.511,0.545,3.3,first_trigger,2026-02-07T06:00:00
TR00520,OP1004,SE00650,efficient_loading,operator-driven,0.87,L004,quiz_only,6,7,0.303,0.416,11.3,second_trigger,2026-01-22T06:00:00
TR00521,OP1003,SE01103,efficient_loading,operator-driven,0.901,L004,micro_lesson,4,10,0.638,0.934,29.5,escalated_to_supervisor,2026-01-13T06:00:00
TR00522,OP1026,SE00993,idle_reduction,operator-driven,0.785,L001,micro_lesson,6,8,0.679,0.894,21.5,first_trigger,2026-01-09T06:00:00
TR00523,OP1016,SE00412,fuel_efficiency,mixed,0.943,L005,micro_lesson,3,7,0.517,0.761,24.4,escalated_to_supervisor,2026-01-08T06:00:00
TR00524,OP1028,SE00247,seatbelt_compliance,mixed,0.831,L002,quiz_only,4,6,0.379,0.488,10.8,second_trigger,2026-02-13T06:00:00
TR00525,OP1002,SE01149,fuel_efficiency,operator-driven,0.738,L005,scenario,3,9,0.656,0.69,3.3,second_trigger,2026-02-19T06:00:00
TR00526,OP1025,SE00198,idle_reduction,operator-driven,0.776,L001,scenario,6,10,0.689,0.981,29.2,first_trigger,2026-01-26T06:00:00
TR00527,OP1024,SE01435,seatbelt_compliance,mixed,0.776,L002,micro_lesson,3,8,0.452,0.507,5.5,first_trigger,2026-01-28T06:00:00
TR00528,OP1026,SE00474,fuel_efficiency,mixed,0.918,L005,micro_lesson,4,9,0.621,0.738,11.6,first_trigger,2026-01-17T06:00:00
TR00529,OP1030,SE01231,idle_reduction,mixed,0.891,L001,quiz_only,5,8,0.37,0.653,28.3,second_trigger,2026-02-15T06:00:00
TR00530,OP1025,SE01257,fuel_efficiency,operator-driven,0.707,L005,micro_lesson,7,6,0.663,0.691,2.8,second_trigger,2026-01-06T06:00:00
TR00531,OP1027,SE00047,idle_reduction,mixed,0.886,L001,scenario,7,6,0.747,0.9,15.3,second_trigger,2026-01-27T06:00:00
TR00532,OP1011,SE00030,seatbelt_compliance,mixed,0.661,L002,quiz_only,4,10,0.495,0.584,9.0,first_trigger,2026-02-09T06:00:00
TR00533,OP1028,SE00342,efficient_loading,operator-driven,0.914,L004,micro_lesson,5,9,0.427,0.652,22.5,first_trigger,2026-02-23T06:00:00
TR00534,OP1008,SE00981,swing_zone_awareness,operator-driven,0.844,L003,micro_lesson,7,5,0.48,0.569,8.9,second_trigger,2026-02-16T06:00:00
TR00535,OP1007,SE00199,fuel_efficiency,operator-driven,0.712,L005,scenario,4,6,0.489,0.545,5.5,first_trigger,2026-01-15T06:00:00
TR00536,OP1009,SE00421,fuel_efficiency,operator-driven,0.821,L005,scenario,7,10,0.718,0.77,5.2,second_trigger,2026-02-10T06:00:00
TR00537,OP1021,SE01345,fuel_efficiency,mixed,0.883,L005,quiz_only,3,8,0.605,0.785,18.0,first_trigger,2026-02-02T06:00:00
TR00538,OP1008,SE01070,efficient_loading,operator-driven,0.658,L004,quiz_only,6,7,0.667,0.724,5.7,first_trigger,2026-02-10T06:00:00
TR00539,OP1010,SE00091,swing_zone_awareness,operator-driven,0.921,L003,micro_lesson,3,8,0.47,0.542,7.2,second_trigger,2026-02-03T06:00:00
