session_id,task_id,operator_id,machine_id,start_timestamp,end_timestamp,task_type,task_phase,workload,target_output,priority,machine_condition,attachment_type,engine_hours,engine_load_pct,load_cycles,soil_material,soil_moisture_pct,soil_hardness_index,site_slope_deg,surface_type,congestion_level,travel_distance_km,rain_mm,temperature_c,heat_index_c,visibility_m,dust_level,day_night,shift_elapsed_min,operator_cumulative_hours,recent_idle_ratio,recent_load_ratio,recent_incident_count,actual_task_duration_min,actual_fuel_used_l,actual_idle_time_min,actual_cycle_count,data_source,synthetic_flag,data_quality_confidence
S003207,T01322,OP1023,EXC003,2026-07-20T15:06:01,2026-07-20T16:10:06,hauling,active,medium,13.3,3,poor,blade,4055.0,69.4,45,mixed,71.5,0.761,10.1,rocky,low,2.39,0.0,25.9,25.9,1799.0,low,day,546.0,3608.4,0.1195,0.5887,2,64.08,13.82,7.89,45,synthetic,True,0.85
S003208,T00421,OP1024,EXC009,2026-07-20T16:55:41,2026-07-20T17:21:56,loading,active,light,73.3,4,good,ripper,4810.0,41.1,40,rock,16.5,0.88,2.4,soft,medium,1.29,0.0,36.1,36.1,3486.0,low,day,655.0,23943.8,0.2272,0.3047,0,26.26,3.49,5.96,40,synthetic,True,0.85
S003209,T00496,OP1009,EXC009,2026-07-20T18:25:45,2026-07-20T20:31:21,stockpiling,active,heavy,133.1,5,good,blade,4810.0,78.4,161,rock,28.3,0.906,14.1,rocky,high,2.93,0.0,21.9,21.9,3748.0,low,day,745.0,26478.8,0.1506,0.8476,0,125.6,27.6,20.43,161,synthetic,True,0.85
S003210,T01294,OP1001,EXC010,2026-07-20T19:53:07,2026-07-20T21:50:45,trenching,active,heavy,83.0,1,good,hammer,5000.0,88.4,82,gravel,64.1,0.575,8.6,soft,medium,3.65,0.0,25.3,25.3,681.0,low,night,833.0,28327.4,0.097,0.7807,1,117.64,36.22,11.23,82,synthetic,True,0.85
S003211,T01435,OP1017,EXC010,2026-07-20T21:51:21,2026-07-20T22:44:04,excavation,active,light,198.0,1,good,hammer,5000.0,44.8,43,mixed,71.5,0.761,10.1,rocky,low,2.96,0.48,35.6,37.6,3005.0,low,night,951.0,19139.7,0.1767,0.2801,1,52.72,4.97,8.5,43,synthetic,True,0.85
S003212,T01116,OP1028,EXC007,2026-07-20T23:14:05,2026-07-21T00:17:54,grading,active,light,188.2,1,poor,hammer,3915.0,40.8,44,gravel,44.4,0.382,3.3,soft,high,0.69,0.0,32.0,32.0,1335.0,low,night,1034.0,17999.9,0.2325,0.2704,2,63.82,14.49,13.82,44,synthetic,True,0.85
S003213,T01425,OP1004,EXC006,2026-07-21T00:34:40,2026-07-21T03:41:26,trenching,active,heavy,136.7,1,poor,ripper,3970.0,77.9,129,gravel,44.4,0.382,3.3,soft,high,1.44,0.0,21.8,21.8,2873.0,low,night,0.0,24800.9,0.1307,0.7782,0,186.77,77.71,22.62,129,synthetic,True,0.85
S003214,T00824,OP1005,EXC008,2026-07-21T02:00:45,2026-07-21T03:21:03,excavation,wrap_up,medium,358.6,1,good,bucket,4805.0,66.7,63,rock,18.0,0.794,14.9,soft,medium,3.22,0.0,28.8,28.8,1169.0,low,night,0.0,28816.4,0.1668,0.6057,0,80.3,23.5,13.72,63,synthetic,True,0.85
S003215,T00505,OP1018,EXC008,2026-07-21T03:12:46,2026-07-21T06:21:13,trenching,active,heavy,136.0,1,good,bucket,4805.0,82.6,111,mixed,35.7,0.409,11.8,wet,high,0.8,1.9,23.0,25.0,4335.0,low,night,0.0,18568.8,0.232,0.8412,0,188.45,37.22,43.54,111,synthetic,True,0.85
S003216,T00710,OP1014,EXC005,2026-07-21T05:03:24,2026-07-21T05:41:30,hauling,active,light,6.7,3,poor,blade,4290.0,33.4,41,rock,42.1,0.735,1.4,paved,high,4.66,1.3,34.4,36.4,793.0,low,night,0.0,34444.4,0.0973,0.2968,0,38.11,4.59,3.46,41,synthetic,True,0.85
S003217,T00435,OP1027,EXC005,2026-07-21T06:27:50,2026-07-21T07:10:06,hauling,active,light,37.7,4,poor,blade,4290.0,35.2,23,gravel,44.4,0.382,3.3,soft,high,2.06,0.0,33.8,33.8,1182.0,low,day,27.0,6546.8,0.3541,0.3062,1,42.26,8.21,14.57,23,synthetic,True,0.85
S003218,T00740,OP1027,EXC002,2026-07-21T08:11:36,2026-07-21T08:49:36,hauling,active,light,19.5,4,fair,grapple,3950.0,44.5,22,gravel,44.4,0.382,3.3,soft,high,3.86,0.0,23.4,23.4,4567.0,low,day,131.0,6602.1,0.3612,0.377,0,38.0,6.17,13.54,22,synthetic,True,0.85
S003219,T00081,OP1026,EXC008,2026-07-21T09:32:26,2026-07-21T10:31:24,stockpiling,setup,light,213.7,5,good,blade,4805.0,39.4,68,rock,18.0,0.794,14.9,soft,medium,0.23,0.0,29.2,29.2,827.0,low,day,212.0,20019.1,0.178,0.3127,0,58.97,10.72,11.29,68,synthetic,True,0.85
S003220,T00385,OP1001,EXC005,2026-07-21T10:39:01,2026-07-21T11:35:55,loading,active,light,71.1,2,poor,blade,4290.0,35.8,40,mixed,35.7,0.409,11.8,wet,high,4.88,0.0,23.1,23.1,4815.0,low,day,279.0,28372.6,0.1205,0.283,0,56.91,11.94,7.58,40,synthetic,True,0.85
S003221,T00390,OP1020,EXC002,2026-07-21T12:21:47,2026-07-21T14:32:04,loading,active,heavy,71.7,5,fair,ripper,3950.0,91.2,136,rock,28.3,0.906,14.1,rocky,high,2.17,0.0,25.9,25.9,3989.0,low,day,381.0,22689.6,0.1462,0.8202,1,130.28,44.63,21.39,136,synthetic,True,0.85
S003222,T00512,OP1007,EXC005,2026-07-21T14:01:08,2026-07-21T14:57:51,hauling,active,heavy,41.8,4,poor,bucket,4290.0,83.2,41,sand,79.3,0.142,9.0,paved,low,3.04,0.0,19.1,19.1,347.0,medium,day,481.0,21028.5,0.1696,0.881,0,56.71,20.41,9.87,41,synthetic,True,0.85
S003223,T00403,OP1030,EXC008,2026-07-21T15:11:56,2026-07-21T16:27:19,trenching,active,light,149.6,5,good,grapple,4805.0,37.4,52,rock,21.9,0.872,11.3,wet,medium,1.08,0.06,33.4,35.4,4987.0,low,day,551.0,20802.7,0.2361,0.3028,2,75.38,11.58,17.91,52,synthetic,True,0.85
S003224,T01045,OP1019,EXC005,2026-07-21T16:37:53,2026-07-21T17:38:10,stockpiling,setup,medium,271.9,4,poor,grapple,4290.0,61.9,67,mixed,71.5,0.761,10.1,rocky,low,4.81,0.0,36.2,36.2,1826.0,low,day,637.0,33809.6,0.1644,0.672,2,60.29,23.71,9.69,67,synthetic,True,0.85
S003225,T00566,OP1027,EXC002,2026-07-21T18:26:01,2026-07-21T21:14:12,trenching,setup,medium,30.3,5,fair,ripper,3950.0,67.7,99,rock,18.0,0.794,14.9,soft,medium,1.91,0.0,23.0,23.0,2141.0,low,day,746.0,6504.3,0.318,0.6057,2,168.18,50.45,52.23,99,synthetic,True,0.85
S003226,T00957,OP1027,EXC009,2026-07-21T19:50:47,2026-07-21T21:03:25,trenching,active,medium,25.0,3,good,hammer,4810.0,60.1,41,sand,79.3,0.142,9.0,paved,low,1.52,0.0,39.6,39.6,1547.0,low,night,830.0,6551.9,0.2344,0.6772,2,72.64,14.37,17.59,41,synthetic,True,0.85
S003227,T01430,OP1017,EXC005,2026-07-21T21:50:18,2026-07-21T23:00:46,hauling,wrap_up,heavy,13.6,5,poor,blade,4290.0,92.0,58,gravel,64.1,0.575,8.6,soft,medium,4.69,0.0,23.4,23.4,1173.0,low,night,950.0,19243.8,0.2058,0.7894,2,70.48,19.93,13.54,58,synthetic,True,0.85
S003228,T00560,OP1004,EXC010,2026-07-21T23:24:55,2026-07-22T01:47:19,trenching,active,heavy,35.3,2,good,grapple,5000.0,92.2,98,rock,21.9,0.872,11.3,wet,medium,2.98,0.0,37.5,37.5,3588.0,low,night,1044.0,24691.5,0.1067,0.8289,1,142.41,44.97,15.88,98,synthetic,True,0.85
S003229,T00382,OP1011,EXC006,2026-07-22T00:51:10,2026-07-22T01:44:29,trenching,setup,light,32.5,5,poor,bucket,3970.0,41.8,69,sand,79.3,0.142,9.0,paved,low,0.5,0.0,23.8,23.8,2642.0,low,night,0.0,33519.1,0.1205,0.2667,2,53.31,8.48,7.09,69,synthetic,True,0.85
S003230,T00886,OP1018,EXC009,2026-07-22T01:30:29,2026-07-22T02:13:16,stockpiling,active,medium,38.0,5,good,blade,4810.0,65.7,26,rock,16.5,0.88,2.4,soft,medium,3.56,0.0,26.0,26.0,4349.0,low,night,0.0,18547.4,0.1599,0.5251,1,42.78,7.09,7.51,26,synthetic,True,0.85
S003231,T00960,OP1007,EXC006,2026-07-22T03:19:59,2026-07-22T05:31:44,excavation,wrap_up,heavy,325.7,3,poor,ripper,3970.0,92.5,99,gravel,44.4,0.382,3.3,soft,high,2.08,0.0,26.2,26.2,2921.0,low,night,0.0,21070.3,0.2797,0.833,2,131.75,42.45,36.92,99,synthetic,True,0.85
S003232,T00357,OP1018,EXC006,2026-07-22T04:56:49,2026-07-22T07:38:50,excavation,setup,heavy,182.9,2,poor,hammer,3970.0,95.3,96,rock,21.9,0.872,11.3,wet,medium,4.8,0.0,33.0,33.0,3583.0,low,night,0.0,18629.6,0.2007,0.8615,0,162.01,49.98,30.4,96,synthetic,True,0.85
S003233,T00684,OP1009,EXC010,2026-07-22T06:35:15,2026-07-22T07:52:56,grading,active,medium,576.8,2,good,hammer,5000.0,60.9,97,rock,28.3,0.906,14.1,rocky,high,2.36,0.0,22.7,22.7,4206.0,low,day,35.0,26396.6,0.1798,0.5279,1,77.68,10.92,13.55,97,synthetic,True,0.85
S003234,T01048,OP1016,EXC010,2026-07-22T07:53:44,2026-07-22T09:18:10,trenching,wrap_up,light,187.1,1,good,blade,5000.0,49.6,110,mixed,35.7,0.409,11.8,wet,high,3.87,0.83,39.1,41.1,2479.0,low,day,113.0,22386.7,0.2846,0.3055,1,84.44,9.66,24.76,110,synthetic,True,0.85
S003235,T01402,OP1016,EXC006,2026-07-22T09:15:34,2026-07-22T10:52:49,trenching,active,medium,172.7,2,poor,bucket,3970.0,62.3,128,sand,79.3,0.142,9.0,paved,low,2.95,0.0,37.3,37.3,3196.0,low,day,195.0,22458.3,0.1964,0.6397,1,97.24,21.41,18.94,128,synthetic,True,0.85
S003236,T00598,OP1019,EXC003,2026-07-22T10:50:33,2026-07-22T11:31:15,stockpiling,active,light,145.9,2,poor,ripper,4055.0,39.7,44,mixed,71.5,0.761,10.1,rocky,low,4.57,0.0,30.7,30.7,2298.0,low,day,290.0,33772.5,0.1537,0.2678,1,40.71,11.37,6.82,44,synthetic,True,0.85
S003237,T00785,OP1024,EXC006,2026-07-22T12:03:02,2026-07-22T13:04:18,loading,active,medium,17.5,5,poor,grapple,3970.0,62.2,93,gravel,64.1,0.575,8.6,soft,medium,0.93,0.0,20.7,20.7,4189.0,low,day,363.0,23896.1,0.2068,0.5466,1,61.25,15.16,13.35,93,synthetic,True,0.85
S003238,T01075,OP1019,EXC003,2026-07-22T14:04:01,2026-07-22T15:44:54,trenching,active,light,188.4,2,poor,ripper,4055.0,42.1,110,rock,16.5,0.88,2.4,soft,medium,2.97,5.79,36.8,38.8,234.0,medium,day,484.0,33845.6,0.2047,0.2539,1,100.87,21.45,21.51,110,synthetic,True,0.85
S003239,T01390,OP1020,EXC009,2026-07-22T15:39:24,2026-07-22T17:03:44,grading,active,medium,970.1,4,good,grapple,4810.0,65.9,89,rock,18.0,0.794,14.9,soft,medium,4.21,0.0,34.4,34.4,3636.0,low,day,579.0,22532.7,0.1444,0.6442,0,84.33,18.17,11.7,89,synthetic,True,0.85
S003240,T01240,OP1016,EXC008,2026-07-22T17:14:46,2026-07-22T18:35:32,loading,active,heavy,39.1,2,good,blade,4805.0,92.3,109,rock,18.0,0.794,14.9,soft,medium,1.97,0.0,38.2,38.2,1157.0,low,day,674.0,22431.5,0.2482,0.7869,1,80.76,20.98,18.29,109,synthetic,True,0.85
S003241,T00466,OP1029,EXC007,2026-07-22T18:19:09,2026-07-22T19:24:45,excavation,active,light,463.7,2,poor,hammer,3915.0,33.7,77,gravel,64.1,0.575,8.6,soft,medium,0.13,1.31,38.7,40.7,1578.0,low,day,739.0,28343.4,0.1719,0.1996,1,65.59,13.52,11.52,77,synthetic,True,0.85
S003242,T00086,OP1014,EXC004,2026-07-22T19:53:49,2026-07-22T21:32:27,grading,active,medium,136.1,4,good,hammer,3790.0,64.7,102,rock,18.0,0.794,14.9,soft,medium,2.66,0.0,31.5,31.5,207.0,medium,night,833.0,34531.0,0.0739,0.5744,2,98.63,15.25,7.54,102,synthetic,True,0.85
S003243,T01168,OP1005,EXC010,2026-07-22T21:14:44,2026-07-22T22:01:26,loading,active,medium,83.8,2,good,bucket,5000.0,57.9,35,gravel,44.4,0.382,3.3,soft,high,2.01,0.0,22.0,22.0,3819.0,low,night,914.0,28808.7,0.2382,0.583,2,46.7,8.96,10.88,35,synthetic,True,0.85
S003244,T00849,OP1005,EXC004,2026-07-22T22:45:36,2026-07-22T23:30:30,loading,active,medium,39.0,2,good,hammer,3790.0,68.6,35,rock,16.5,0.88,2.4,soft,medium,4.9,0.0,26.6,26.6,3946.0,low,night,1005.0,28896.5,0.1802,0.6835,2,44.9,12.33,8.07,35,synthetic,True,0.85
S003245,T01246,OP1017,EXC005,2026-07-23T00:50:26,2026-07-23T03:41:37,excavation,active,heavy,339.0,3,poor,blade,4290.0,79.6,135,rock,42.1,0.735,1.4,paved,high,1.21,0.0,20.2,20.2,4708.0,low,night,0.0,19131.6,0.2163,0.8935,0,171.18,36.19,38.06,135,synthetic,True,0.85
S003246,T00898,OP1003,EXC001,2026-07-23T01:45:20,2026-07-23T03:11:52,trenching,active,medium,131.3,5,good,hammer,3905.0,61.0,112,gravel,44.4,0.382,3.3,soft,high,3.09,0.0,22.1,22.1,432.0,medium,night,0.0,17836.6,0.0809,0.6472,1,86.54,18.91,6.6,112,synthetic,True,0.85
S003247,T01045,OP1012,EXC009,2026-07-23T03:14:51,2026-07-23T04:05:19,stockpiling,setup,medium,271.9,4,good,bucket,4810.0,63.4,51,mixed,71.5,0.761,10.1,rocky,low,4.81,0.0,31.0,31.0,1709.0,low,night,0.0,18178.9,0.0776,0.5805,2,50.47,10.34,3.73,51,synthetic,True,0.85
S003248,T00633,OP1027,EXC001,2026-07-23T04:39:36,2026-07-23T05:49:12,grading,active,medium,103.1,1,good,hammer,3905.0,57.0,43,mixed,35.7,0.409,11.8,wet,high,4.33,0.0,24.4,24.4,3663.0,low,night,0.0,6530.9,0.3454,0.6017,1,69.61,18.15,24.05,43,synthetic,True,0.85
S003249,T01201,OP1010,EXC009,2026-07-23T06:25:34,2026-07-23T07:38:22,hauling,setup,heavy,7.7,5,good,grapple,4810.0,79.8,57,rock,18.0,0.794,14.9,soft,medium,0.36,1.15,28.8,30.8,4238.0,low,day,25.0,23242.3,0.1248,0.956,1,72.8,12.78,9.36,57,synthetic,True,0.85
S003250,T00095,OP1022,EXC001,2026-07-23T07:42:02,2026-07-23T09:26:05,trenching,active,medium,56.3,3,good,bucket,3905.0,67.9,64,gravel,44.4,0.382,3.3,soft,high,3.13,0.0,24.7,24.7,2187.0,low,day,102.0,3751.9,0.2519,0.5741,0,104.05,14.94,25.57,64,synthetic,True,0.85
S003251,T00833,OP1014,EXC006,2026-07-23T09:51:50,2026-07-23T10:39:33,loading,active,light,92.3,4,poor,hammer,3970.0,32.3,49,mixed,35.7,0.409,11.8,wet,high,0.13,0.0,23.5,23.5,4228.0,low,day,231.0,34509.9,0.091,0.2748,1,47.72,6.02,3.69,49,synthetic,True,0.85
S003252,T00677,OP1004,EXC005,2026-07-23T10:59:34,2026-07-23T13:22:33,trenching,wrap_up,medium,166.1,1,poor,ripper,4290.0,68.4,95,mixed,35.7,0.409,11.8,wet,high,0.11,0.0,23.8,23.8,3172.0,low,day,299.0,24798.0,0.1237,0.5826,1,142.99,39.26,19.4,95,synthetic,True,0.85
S003253,T00977,OP1023,EXC002,2026-07-23T12:53:47,2026-07-23T15:14:31,excavation,setup,heavy,345.5,2,fair,hammer,3950.0,84.3,101,gravel,64.1,0.575,8.6,soft,medium,1.09,0.0,28.0,28.0,2710.0,low,day,413.0,3532.3,0.1569,0.8204,0,140.73,28.8,21.91,101,synthetic,True,0.85
S003254,T01358,OP1023,EXC001,2026-07-23T13:40:54,2026-07-23T16:39:34,grading,active,heavy,431.7,4,good,bucket,3905.0,80.3,129,rock,28.3,0.906,14.1,rocky,high,3.78,0.0,20.2,20.2,624.0,low,day,460.0,3478.6,0.1857,0.9162,0,178.67,43.49,32.33,129,synthetic,True,0.85
S003255,T01444,OP1003,EXC008,2026-07-23T15:21:26,2026-07-23T16:57:40,grading,active,heavy,275.3,3,good,blade,4805.0,84.4,124,gravel,64.1,0.575,8.6,soft,medium,3.13,0.0,33.6,33.6,1907.0,low,day,561.0,17943.5,0.0613,0.8414,1,96.23,33.35,6.17,124,synthetic,True,0.85
S003256,T00772,OP1018,EXC010,2026-07-23T16:52:56,2026-07-23T18:50:47,loading,active,heavy,91.0,1,good,grapple,5000.0,83.1,69,rock,28.3,0.906,14.1,rocky,high,4.44,0.0,36.5,36.5,308.0,medium,day,652.0,18595.8,0.2368,0.8348,0,117.85,29.78,28.3,69,synthetic,True,0.85
S003257,T00545,OP1028,EXC002,2026-07-23T18:50:42,2026-07-23T20:27:57,loading,active,heavy,71.2,4,fair,blade,3950.0,82.2,65,rock,18.0,0.794,14.9,soft,medium,1.0,0.0,26.2,26.2,4468.0,low,day,770.0,17938.3,0.1559,0.8771,2,97.25,38.5,14.79,65,synthetic,True,0.85
S003258,T00417,OP1019,EXC010,2026-07-23T19:44:32,2026-07-23T20:06:40,loading,active,light,47.2,4,good,ripper,5000.0,36.9,22,sand,79.3,0.142,9.0,paved,low,4.27,0.0,34.9,34.9,1201.0,low,night,824.0,33792.7,0.1834,0.2866,1,22.12,3.66,3.83,22,synthetic,True,0.85
S003259,T00777,OP1016,EXC007,2026-07-23T21:57:20,2026-07-23T22:42:43,loading,wrap_up,light,33.3,2,poor,bucket,3915.0,36.2,61,rock,16.5,0.88,2.4,soft,medium,3.58,0.0,24.3,24.3,2557.0,low,night,957.0,22330.9,0.2369,0.277,0,45.38,8.28,10.78,61,synthetic,True,0.85
S003260,T00648,OP1020,EXC004,2026-07-23T23:16:51,2026-07-24T00:20:02,loading,setup,medium,77.7,1,good,bucket,3790.0,72.9,67,rock,18.0,0.794,14.9,soft,medium,4.05,0.0,16.1,16.1,366.0,medium,night,1036.0,22669.8,0.1536,0.6268,1,63.18,12.36,9.23,67,synthetic,True,0.85
S003261,T00888,OP1027,EXC006,2026-07-24T00:37:42,2026-07-24T03:11:33,grading,active,heavy,917.8,3,poor,grapple,3970.0,94.3,90,rock,42.1,0.735,1.4,paved,high,3.64,0.0,15.0,15.0,1841.0,low,night,0.0,6489.5,0.3669,0.8272,1,153.85,65.58,56.2,90,synthetic,True,0.85
S003262,T00401,OP1030,EXC006,2026-07-24T02:15:25,2026-07-24T03:35:59,grading,active,light,488.8,3,poor,ripper,3970.0,35.9,54,mixed,35.7,0.409,11.8,wet,high,0.68,0.0,21.2,21.2,3925.0,low,night,0.0,20849.1,0.3166,0.2791,2,80.56,14.16,24.45,54,synthetic,True,0.85
S003263,T01330,OP1026,EXC002,2026-07-24T03:59:58,2026-07-24T07:01:49,excavation,active,heavy,120.8,1,fair,grapple,3950.0,83.3,202,rock,28.3,0.906,14.1,rocky,high,4.61,0.0,37.8,37.8,2537.0,low,night,0.0,20023.2,0.264,0.8924,0,181.86,89.24,48.79,202,synthetic,True,0.85
S003264,T00422,OP1019,EXC010,2026-07-24T04:33:53,2026-07-24T05:35:55,excavation,active,light,299.2,5,good,blade,5000.0,47.1,68,rock,18.0,0.794,14.9,soft,medium,1.59,0.0,28.3,28.3,3615.0,low,night,0.0,33666.8,0.2049,0.312,1,62.03,11.33,12.23,68,synthetic,True,0.85
S003265,T00762,OP1019,EXC002,2026-07-24T06:29:30,2026-07-24T08:24:09,trenching,active,medium,195.1,4,fair,grapple,3950.0,63.9,127,rock,42.1,0.735,1.4,paved,high,3.28,0.0,21.5,21.5,2042.0,low,day,29.0,33695.8,0.2097,0.6435,2,114.64,28.19,26.41,127,synthetic,True,0.85
S003266,T01484,OP1014,EXC008,2026-07-24T07:42:29,2026-07-24T09:05:48,loading,active,medium,92.5,4,good,grapple,4805.0,61.4,86,rock,28.3,0.906,14.1,rocky,high,3.33,3.05,29.8,31.8,4424.0,low,day,102.0,34386.9,0.0873,0.6286,2,83.31,13.05,6.18,86,synthetic,True,0.85
S003267,T00561,OP1020,EXC010,2026-07-24T09:26:25,2026-07-24T11:21:22,excavation,setup,heavy,288.1,5,good,ripper,5000.0,84.8,118,mixed,35.7,0.409,11.8,wet,high,4.18,0.0,22.3,22.3,1708.0,low,day,206.0,22526.8,0.142,0.8072,1,114.96,30.05,17.29,118,synthetic,True,0.85
S003268,T01205,OP1001,EXC003,2026-07-24T11:15:03,2026-07-24T12:39:21,grading,active,medium,226.2,3,poor,ripper,4055.0,65.1,60,gravel,64.1,0.575,8.6,soft,medium,2.25,0.0,35.1,35.1,4316.0,low,day,315.0,28455.3,0.1283,0.532,2,84.31,18.27,10.01,60,synthetic,True,0.85
S003269,T00958,OP1010,EXC010,2026-07-24T12:17:43,2026-07-24T12:43:26,hauling,setup,light,25.2,1,good,grapple,5000.0,35.7,18,rock,21.9,0.872,11.3,wet,medium,3.71,0.0,26.5,26.5,4790.0,low,day,377.0,23305.2,0.1686,0.3323,2,25.73,2.27,4.31,18,synthetic,True,0.85
S003270,T01421,OP1030,EXC007,2026-07-24T14:00:17,2026-07-24T14:50:28,hauling,active,medium,48.6,2,poor,grapple,3915.0,57.5,33,rock,42.1,0.735,1.4,paved,high,2.53,0.0,19.9,19.9,2528.0,low,day,480.0,20754.1,0.2926,0.6339,0,50.2,12.0,15.18,33,synthetic,True,0.85
S003271,T01092,OP1011,EXC008,2026-07-24T15:17:14,2026-07-24T17:11:10,trenching,active,medium,179.5,4,good,blade,4805.0,67.1,148,rock,28.3,0.906,14.1,rocky,high,2.06,0.0,28.5,28.5,1418.0,low,day,557.0,33671.1,0.1761,0.6207,1,113.93,27.35,19.5,148,synthetic,True,0.85
S003272,T01145,OP1007,EXC001,2026-07-24T17:18:01,2026-07-24T17:55:26,excavation,setup,light,435.7,1,good,blade,3905.0,43.2,30,rock,16.5,0.88,2.4,soft,medium,4.24,0.0,18.2,18.2,3719.0,low,day,678.0,20945.3,0.2173,0.3353,2,37.41,4.53,7.77,30,synthetic,True,0.85
S003273,T00891,OP1002,EXC004,2026-07-24T18:57:16,2026-07-24T19:18:18,loading,active,light,62.3,1,good,ripper,3790.0,35.6,18,sand,79.3,0.142,9.0,paved,low,3.95,0.0,15.2,15.2,3641.0,low,day,777.0,17107.9,0.0476,0.3111,1,21.03,1.7,0.85,18,synthetic,True,0.85
S003274,T01099,OP1026,EXC009,2026-07-24T20:21:31,2026-07-24T22:12:52,trenching,wrap_up,medium,102.0,1,good,blade,4810.0,66.4,126,rock,18.0,0.794,14.9,soft,medium,4.25,0.0,16.6,16.6,1141.0,low,night,861.0,20139.4,0.1372,0.5756,1,111.35,31.23,17.87,126,synthetic,True,0.85
S003275,T01401,OP1016,EXC001,2026-07-24T21:21:47,2026-07-24T23:27:15,excavation,active,heavy,390.0,3,good,bucket,3905.0,83.3,166,rock,18.0,0.794,14.9,soft,medium,2.21,0.0,25.1,25.1,4625.0,low,night,921.0,22351.2,0.2061,0.8662,1,125.47,31.1,25.82,166,synthetic,True,0.85
S003276,T00934,OP1028,EXC010,2026-07-24T22:32:53,2026-07-25T00:20:13,excavation,wrap_up,heavy,61.4,3,good,bucket,5000.0,88.0,70,rock,21.9,0.872,11.3,wet,medium,0.87,0.0,34.7,34.7,2342.0,low,night,992.0,17942.9,0.1889,0.9022,2,107.33,45.62,20.73,70,synthetic,True,0.85
S003277,T01245,OP1005,EXC002,2026-07-25T00:28:37,2026-07-25T01:47:42,grading,active,medium,867.8,5,fair,hammer,3950.0,67.1,64,rock,21.9,0.872,11.3,wet,medium,4.87,0.0,17.1,17.1,479.0,medium,night,0.0,28800.6,0.1467,0.5739,1,79.08,28.11,12.06,64,synthetic,True,0.85
S003278,T00744,OP1002,EXC006,2026-07-25T02:04:43,2026-07-25T02:59:55,loading,active,medium,15.7,2,poor,ripper,3970.0,64.8,44,mixed,71.5,0.761,10.1,rocky,low,1.65,0.0,19.2,19.2,3079.0,low,night,0.0,16950.5,0.0576,0.6411,0,55.21,9.93,4.65,44,synthetic,True,0.85
S003279,T00776,OP1011,EXC008,2026-07-25T03:41:01,2026-07-25T04:29:32,loading,active,medium,89.8,5,good,bucket,4805.0,63.9,63,mixed,35.7,0.409,11.8,wet,high,4.2,0.0,22.0,22.0,3670.0,low,night,0.0,33502.7,0.1686,0.6195,0,48.52,9.85,7.78,63,synthetic,True,0.85
S003280,T00986,OP1030,EXC010,2026-07-25T05:24:44,2026-07-25T06:34:14,grading,setup,medium,402.0,4,good,bucket,5000.0,59.6,46,gravel,64.1,0.575,8.6,soft,medium,2.31,2.98,16.3,18.3,970.0,low,night,0.0,20724.6,0.235,0.6527,2,69.49,12.02,16.0,46,synthetic,True,0.85
S003281,T01388,OP1013,EXC008,2026-07-25T06:41:49,2026-07-25T07:26:15,loading,active,medium,14.4,4,good,ripper,4805.0,69.3,32,mixed,71.5,0.761,10.1,rocky,low,0.95,1.08,29.2,31.2,1195.0,low,day,41.0,24498.4,0.1132,0.6781,1,44.42,5.17,5.43,32,synthetic,True,0.85
S003282,T00218,OP1022,EXC007,2026-07-25T07:46:56,2026-07-25T08:21:03,hauling,wrap_up,light,46.9,5,poor,blade,3915.0,27.6,20,sand,79.3,0.142,9.0,paved,low,2.17,0.0,38.5,38.5,3438.0,low,day,106.0,3665.5,0.1949,0.3595,2,34.12,5.3,6.76,20,synthetic,True,0.85
S003283,T00408,OP1021,EXC002,2026-07-25T09:57:29,2026-07-25T11:17:39,stockpiling,active,medium,183.2,5,fair,blade,3950.0,63.2,82,gravel,44.4,0.382,3.3,soft,high,1.26,0.0,25.4,25.4,442.0,medium,day,237.0,4315.8,0.2388,0.5652,0,80.17,19.3,18.69,82,synthetic,True,0.85
S003284,T01072,OP1004,EXC001,2026-07-25T11:21:53,2026-07-25T11:59:35,hauling,active,medium,25.9,4,good,bucket,3905.0,67.8,24,rock,16.5,0.88,2.4,soft,medium,1.37,0.0,23.2,23.2,471.0,medium,day,321.0,24711.7,0.0968,0.6362,2,37.69,7.95,3.85,24,synthetic,True,0.85
S003285,T01182,OP1021,EXC005,2026-07-25T12:34:41,2026-07-25T14:12:08,excavation,setup,light,311.1,1,poor,hammer,4290.0,49.6,102,mixed,35.7,0.409,11.8,wet,high,1.41,0.0,29.2,29.2,1427.0,low,day,394.0,4253.4,0.2244,0.2715,0,97.46,20.93,23.75,102,synthetic,True,0.85
S003286,T00123,OP1003,EXC003,2026-07-25T13:45:12,2026-07-25T15:14:27,loading,active,heavy,40.3,5,poor,blade,4055.0,85.5,115,gravel,64.1,0.575,8.6,soft,medium,3.33,0.0,24.6,24.6,4157.0,low,day,465.0,17885.1,0.0897,0.788,2,89.25,40.21,7.27,115,synthetic,True,0.85
S003287,T00962,OP1027,EXC005,2026-07-25T15:43:55,2026-07-25T16:53:31,grading,active,medium,646.5,4,poor,ripper,4290.0,67.1,41,sand,79.3,0.142,9.0,paved,low,1.56,0.0,24.2,24.2,2585.0,low,day,583.0,6663.4,0.2621,0.6277,1,69.6,17.81,17.63,41,synthetic,True,0.85
